key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
15,,"Battalion#4","LinkRace#0",0,1.2,"ModelChara#44","BNpcCustomize#0","NpcEquip#0",0,0,False,"ArrayEventHandler#851995",0,"BNpcParts#0",1,True,True,True,False,0,0,0,0,0,False,False,0
16,,"Battalion#4","LinkRace#0",0,1.2,"ModelChara#45","BNpcCustomize#0","NpcEquip#0",0,0,False,"ArrayEventHandler#851972",0,"BNpcParts#0",1,True,True,True,False,0,0,0,0,0,False,False,0
17,,"Battalion#4","LinkRace#0",0,2,"ModelChara#100","BNpcCustomize#0","NpcEquip#0",0,0,False,"ArrayEventHandler#851971",0,"BNpcParts#0",1,True,True,True,False,0,0,0,0,0,False,False,0
18,,"Battalion#4","LinkRace#0",0,1,"ModelChara#0","BNpcCustomize#81","NpcEquip#462",0,0,False,"ArrayEventHandler#851985",0,"BNpcParts#0",1,True,True,True,False,0,0,0,0,0,False,False,0
19,,"Battalion#4","LinkRace#0",0,1,"ModelChara#0","BNpcCustomize#82","NpcEquip#463",0,0,False,"ArrayEventHandler#852075",0,"BNpcParts#0",1,True,True,True,False,0,0,0,0,0,False,False,0
20,,"Battalion#4","LinkRace#0",0,1.5,"ModelChara#17","BNpcCustomize#0","NpcEquip#416",0,0,False,"ArrayEventHandler#851992",0,"BNpcParts#0",1,True,True,True,False,0,0,0,0,0,False,False,0
21,,"Battalion#4","LinkRace#0",0,1.5,"ModelChara#63","BNpcCustomize#0","NpcEquip#0",0,0,False,"ArrayEventHandler#852040",0,"BNpcParts#0",1,True,True,True,False,0,0,0,0,0,False,False,0
22,,"Battalion#4","LinkRace#0",0,2,"ModelChara#48","BNpcCustomize#0","NpcEquip#0",0,0,False,"ArrayEventHandler#851983",0,"BNpcParts#0",1,True,True,True,False,0,0,5,75,0,False,False,0
23,,"Battalion#4","LinkRace#0",0,2,"ModelChara#49","BNpcCustomize#0","NpcEquip#0",0,0,False,"ArrayEventHandler#852024",0,"BNpcParts#0",1,True,True,True,False,0,0,0,0,0,False,False,0
24,,"Battalion#4","LinkRace#0",0,1,"ModelChara#104","BNpcCustomize#0","NpcEquip#0",0,0,False,"ArrayEventHandler#852044",0,"BNpcParts#0",1,True,True,True,False,0,0,5,144,0,False,False,0
25,,"Battalion#4","LinkRace#0",0,1,"ModelChara#106","BNpcCustomize#0","NpcEquip#0",0,0,False,,0,"BNpcParts#0",1,True,True,True,False,0,0,5,144,0,False,False,0
26,,"Battalion#4","LinkRace#0",0,1.5,"ModelChara#126","BNpcCustomize#0","NpcEquip#0",0,0,False,"ArrayEventHandler#852030",0,"BNpcParts#0",1,True,True,True,False,0,0,5,120,0,False,False,0
27,,"Battalion#4","LinkRace#0",0,1.5,"ModelChara#127","BNpcCustomize#0","NpcEquip#0",0,0,False,"ArrayEventHandler#852157",0,"BNpcParts#0",1,True,True,True,False,0,0,5,261,0,False,False,0
28,,"Battalion#4","LinkRace#0",0,1.5,"ModelChara#69","BNpcCustomize#0","NpcEquip#0",0,0,False,"ArrayEventHandler#852074",0,"BNpcParts#0",1,True,True,True,False,0,0,0,0,0,False,False,0
29,,"Battalion#4","LinkRace#0",0,1.5,"ModelChara#125","BNpcCustomize#0","NpcEquip#422",0,0,False,"ArrayEventHandler#852658",0,"BNpcParts#0",1,True,True,True,False,0,0,0,0,0,False,False,0
30,,"Battalion#4","LinkRace#0",0,2,"ModelChara#81","BNpcCustomize#0","NpcEquip#0",0,0,False,"ArrayEventHandler#852147",0,"BNpcParts#0",1,True,True,True,False,0,0,5,91,0,False,False,0
31,,"Battalion#4","LinkRace#0",0,1,"ModelChara#71","BNpcCustomize#0","NpcEquip#418",0,0,False,,0,"BNpcParts#0",1,True,True,True,False,0,0,0,0,0,False,False,0
32,,"Battalion#4","LinkRace#0",0,0.5,"ModelChara#35","BNpcCustomize#0","NpcEquip#0",0,0,False,"ArrayEventHandler#851988",0,"BNpcParts#0",1,True,True,True,False,0,0,0,0,0,False,False,0
33,,"Battalion#4","LinkRace#0",0,1,"ModelChara#34","BNpcCustomize#0","NpcEquip#0",0,0,False,"ArrayEventHandler#852026",0,"BNpcParts#0",1,True,True,True,False,0,0,0,0,0,False,False,0
34,,"Battalion#4","LinkRace#0",0,1,"ModelChara#94","BNpcCustomize#0","NpcEquip#0",0,0,False,,0,"BNpcParts#0",1,True,True,True,False,0,0,5,98,0,False,False,0
35,,"Battalion#4","LinkRace#0",0,1.5,"ModelChara#89","BNpcCustomize#0","NpcEquip#656",0,0,False,"ArrayEventHandler#855003",0,"BNpcParts#0",1,True,True,True,False,0,0,0,0,0,False,False,0
36,,"Battalion#4","LinkRace#0",0,2,"ModelChara#56","BNpcCustomize#0","NpcEquip#0",0,0,False,,0,"BNpcParts#0",1,True,True,True,False,0,0,0,0,0,False,False,0
37,,"Battalion#4","LinkRace#0",0,2,"ModelChara#25","BNpcCustomize#0","NpcEquip#0",0,0,False,"ArrayEventHandler#851975",0,"BNpcParts#0",1,True,True,True,False,0,0,5,200,0,False,False,0
38,,"Battalion#4","LinkRace#0",0,2,"ModelChara#98","BNpcCustomize#0","NpcEquip#0",0,0,False,"ArrayEventHandler#852021",0,"BNpcParts#0",1,True,True,True,False,0,0,5,67,0,False,False,0
39,,"Battalion#4","LinkRace#0",0,2,"ModelChara#50","BNpcCustomize#0","NpcEquip#0",0,0,False,"ArrayEventHandler#851979",0,"BNpcParts#0",1,True,True,True,False,0,0,0,0,0,False,False,0
40,,"Battalion#4","LinkRace#0",0,2,"ModelChara#51","BNpcCustomize#0","NpcEquip#0",0,0,False,"ArrayEventHandler#852108",0,"BNpcParts#0",1,True,True,True,False,0,0,0,0,0,False,False,0
41,,"Battalion#4","LinkRace#0",0,1,"ModelChara#59","BNpcCustomize#0","NpcEquip#0",0,0,False,"ArrayEventHandler#852025",0,"BNpcParts#0",1,True,True,True,False,0,0,0,0,0,False,False,0
42,,"Battalion#4","LinkRace#0",0,1.2,"ModelChara#75","BNpcCustomize#0","NpcEquip#0",0,0,False,"ArrayEventHandler#852032",0,"BNpcParts#0",1,True,True,True,False,0,0,0,0,0,False,False,0
43,,"Battalion#4","LinkRace#0",0,2,"ModelChara#36","BNpcCustomize#0","NpcEquip#0",0,0,False,"ArrayEventHandler#851977",0,"BNpcParts#0",1,True,True,True,False,0,0,0,0,0,False,False,0
44,,"Battalion#4","LinkRace#0",0,2,"ModelChara#37","BNpcCustomize#0","NpcEquip#0",0,0,False,"ArrayEventHandler#852022",0,"BNpcParts#0",1,True,True,True,False,0,0,0,0,0,False,False,0
45,,"Battalion#4","LinkRace#0",0,1,"ModelChara#79","BNpcCustomize#0","NpcEquip#0",0,0,False,"ArrayEventHandler#851989",0,"BNpcParts#0",1,True,True,True,False,0,0,0,0,0,False,False,0
46,,"Battalion#4","LinkRace#0",0,1,"ModelChara#80","BNpcCustomize#0","NpcEquip#0",0,0,False,"ArrayEventHandler#852155",0,"BNpcParts#0",1,True,True,True,False,0,0,0,0,0,False,False,0
47,,"Battalion#4","LinkRace#0",0,1.5,"ModelChara#28","BNpcCustomize#0","NpcEquip#0",0,0,False,"ArrayEventHandler#851970",0,"BNpcParts#0",1,True,True,True,False,0,0,0,0,0,False,False,0
48,,"Battalion#4","LinkRace#0",0,1.5,"ModelChara#29","BNpcCustomize#0","NpcEquip#0",0,0,False,"ArrayEventHandler#852140",0,"BNpcParts#0",1,True,True,True,False,0,0,0,0,0,False,False,0
49,,"Battalion#4","LinkRace#0",0,2,"ModelChara#57","BNpcCustomize#0","NpcEquip#0",0,0,False,"ArrayEventHandler#851993",0,"BNpcParts#0",1,True,True,True,False,0,0,0,0,0,False,False,0
50,,"Battalion#4","LinkRace#0",0,1.5,"ModelChara#121","BNpcCustomize#0","NpcEquip#422",0,0,False,,0,"BNpcParts#0",1,True,True,True,False,0,0,0,0,0,False,False,0
51,,"Battalion#4","LinkRace#0",0,1.5,"ModelChara#121","BNpcCustomize#0","NpcEquip#422",0,0,False,,0,"BNpcParts#0",1,True,True,True,False,0,0,0,0,0,False,False,0
52,,"Battalion#4","LinkRace#0",0,1,"ModelChara#6","BNpcCustomize#0","NpcEquip#319",0,0,False,"ArrayEventHandler#852000",0,"BNpcParts#0",1,True,True,True,False,0,0,0,0,0,False,False,0
53,,"Battalion#4","LinkRace#0",0,1,"ModelChara#97","BNpcCustomize#0","NpcEquip#0",0,0,False,"ArrayEventHandler#852465",0,"BNpcParts#0",1,True,True,True,False,0,0,5,263,0,False,False,0
54,,"Battalion#4","LinkRace#0",0,1,"ModelChara#0","BNpcCustomize#2","NpcEquip#366",0,0,False,"ArrayEventHandler#855016",0,"BNpcParts#0",1,True,True,True,False,0,0,0,0,0,False,False,0
55,,"Battalion#4","LinkRace#0",0,1,"ModelChara#0","BNpcCustomize#36","NpcEquip#379",0,0,False,"ArrayEventHandler#852104",0,"BNpcParts#0",1,True,True,True,False,0,0,0,0,0,False,False,0
56,,"Battalion#4","LinkRace#0",0,1,"ModelChara#0","BNpcCustomize#36","NpcEquip#379",0,0,False,,0,"BNpcParts#0",1,True,True,True,False,0,0,0,0,0,False,False,0
57,,"Battalion#4","LinkRace#0",0,1,"ModelChara#60","BNpcCustomize#0","NpcEquip#0",0,0,False,"ArrayEventHandler#851974",0,"BNpcParts#0",1,True,True,True,False,0,0,0,0,0,False,False,0
58,,"Battalion#4","LinkRace#0",0,1,"ModelChara#233","BNpcCustomize#0","NpcEquip#0",0,0,False,"ArrayEventHandler#852195",0,"BNpcParts#0",1,True,True,True,False,0,0,0,0,0,False,False,0
59,,"Battalion#4","LinkRace#0",0,1,"ModelChara#385","BNpcCustomize#0","NpcEquip#0",0,0,False,"ArrayEventHandler#852046",0,"BNpcParts#0",1,True,True,True,False,0,0,0,0,0,False,False,0
60,,"Battalion#4","LinkRace#0",0,1.1,"ModelChara#0","BNpcCustomize#36","NpcEquip#379",0,0,False,,0,"BNpcParts#0",1,True,True,True,False,0,0,0,0,0,False,False,0
61,,"Battalion#4","LinkRace#0",0,1,"ModelChara#0","BNpcCustomize#37","NpcEquip#380",0,0,False,"ArrayEventHandler#852107",0,"BNpcParts#0",1,True,True,True,False,0,0,0,0,0,False,False,0
62,,"Battalion#4","LinkRace#0",0,1,"ModelChara#0","BNpcCustomize#38","NpcEquip#381",0,0,False,"ArrayEventHandler#852105",0,"BNpcParts#0",1,True,True,True,False,0,0,0,0,0,False,False,0
63,,"Battalion#4","LinkRace#0",0,1,"ModelChara#0","BNpcCustomize#39","NpcEquip#382",0,0,False,"ArrayEventHandler#852156",0,"BNpcParts#0",1,True,True,True,False,0,0,0,0,0,False,False,0
64,,"Battalion#4","LinkRace#0",0,1,"ModelChara#0","BNpcCustomize#41","NpcEquip#384",0,0,False,"ArrayEventHandler#852106",0,"BNpcParts#0",1,True,True,True,False,0,0,0,0,0,False,False,0
65,,"Battalion#4","LinkRace#0",0,2,"ModelChara#131","BNpcCustomize#0","NpcEquip#0",0,0,False,,0,"BNpcParts#0",1,True,True,True,False,0,0,5,43,0,False,False,0
66,,"Battalion#4","LinkRace#0",0,1.5,"ModelChara#201","BNpcCustomize#0","NpcEquip#0",0,0,False,,0,"BNpcParts#0",1,True,True,True,False,0,0,0,0,0,False,False,0
67,,"Battalion#4","LinkRace#0",0,1,"ModelChara#7","BNpcCustomize#0","NpcEquip#320",0,0,False,,0,"BNpcParts#0",1,True,True,True,False,0,0,0,0,0,False,False,0
68,,"Battalion#4","LinkRace#0",0,1,"ModelChara#7","BNpcCustomize#0","NpcEquip#321",0,0,False,"ArrayEventHandler#852937",0,"BNpcParts#0",1,True,True,True,False,0,0,0,0,0,False,False,0
69,,"Battalion#4","LinkRace#0",0,1,"ModelChara#7","BNpcCustomize#0","NpcEquip#322",0,0,False,,0,"BNpcParts#0",1,True,True,True,False,0,0,0,0,0,False,False,0
70,,"Battalion#4","LinkRace#0",0,1,"ModelChara#7","BNpcCustomize#0","NpcEquip#323",0,0,False,,0,"BNpcParts#0",1,True,True,True,False,0,0,0,0,0,False,False,0
71,,"Battalion#4","LinkRace#0",0,1,"ModelChara#7","BNpcCustomize#0","NpcEquip#324",0,0,False,,0,"BNpcParts#0",1,True,True,True,False,0,0,0,0,0,False,False,0
72,,"Battalion#4","LinkRace#0",0,1,"ModelChara#7","BNpcCustomize#0","NpcEquip#325",0,0,False,"ArrayEventHandler#852394",0,"BNpcParts#0",1,True,True,True,False,0,0,0,0,0,False,False,0
73,,"Battalion#4","LinkRace#0",0,1,"ModelChara#7","BNpcCustomize#0","NpcEquip#326",0,0,False,,0,"BNpcParts#0",1,True,True,True,False,0,0,0,0,0,False,False,0
74,,"Battalion#4","LinkRace#0",0,1.5,"ModelChara#7","BNpcCustomize#0","NpcEquip#327",0,0,False,,0,"BNpcParts#0",1,True,True,True,False,0,0,0,0,0,False,False,0
75,,"Battalion#4","LinkRace#0",0,2,"ModelChara#121","BNpcCustomize#0","NpcEquip#422",0,0,False,,0,"BNpcParts#0",1,True,True,True,False,0,0,0,0,0,False,False,0
76,,"Battalion#4","LinkRace#0",2,1.5,"ModelChara#71","BNpcCustomize#0","NpcEquip#418",0,0,False,,0,"BNpcParts#0",1,True,True,True,False,0,0,0,0,0,False,False,0
77,,"Battalion#4","LinkRace#0",0,1,"ModelChara#94","BNpcCustomize#0","NpcEquip#0",0,0,False,,0,"BNpcParts#0",1,True,True,True,False,0,0,5,99,0,False,False,0
78,,"Battalion#4","LinkRace#0",0,1.5,"ModelChara#35","BNpcCustomize#0","NpcEquip#0",0,0,False,,0,"BNpcParts#0",1,True,True,True,False,0,0,0,0,0,False,False,0
79,,"Battalion#4","LinkRace#0",0,1,"ModelChara#0","BNpcCustomize#10","NpcEquip#376",0,0,False,"ArrayEventHandler#852338",0,"BNpcParts#0",1,True,True,True,False,0,0,0,0,0,False,False,0
80,,"Battalion#4","LinkRace#0",0,1,"ModelChara#0","BNpcCustomize#11","NpcEquip#377",0,0,False,"ArrayEventHandler#852500",0,"BNpcParts#0",1,True,True,True,False,0,0,0,0,0,False,False,0
81,,"Battalion#4","LinkRace#0",0,1,"ModelChara#0","BNpcCustomize#12","NpcEquip#378",0,0,False,"ArrayEventHandler#852038",0,"BNpcParts#0",1,True,True,True,False,0,0,0,0,0,False,False,0
82,,"Battalion#4","LinkRace#0",0,1.1,"ModelChara#0","BNpcCustomize#13","NpcEquip#373",0,0,False,,0,"BNpcParts#0",1,True,True,True,False,0,0,0,0,0,False,False,0
83,,"Battalion#4","LinkRace#0",0,1.1,"ModelChara#0","BNpcCustomize#14","NpcEquip#373",0,0,False,,0,"BNpcParts#0",1,True,True,True,False,0,0,0,0,0,False,False,0
84,,"Battalion#4","LinkRace#0",0,1,"ModelChara#0","BNpcCustomize#16","NpcEquip#366",0,0,False,"ArrayEventHandler#852135",0,"BNpcParts#0",1,True,True,True,False,0,0,0,0,0,False,False,0
85,,"Battalion#4","LinkRace#0",0,1.2,"ModelChara#0","BNpcCustomize#17","NpcEquip#474",0,0,False,,0,"BNpcParts#0",1,True,True,True,False,0,0,0,0,0,False,False,0
86,,"Battalion#4","LinkRace#0",0,1,"ModelChara#0","BNpcCustomize#18","NpcEquip#369",0,0,False,"ArrayEventHandler#852355",0,"BNpcParts#0",1,True,True,True,False,0,0,0,0,0,False,False,0
87,,"Battalion#4","LinkRace#0",0,1,"ModelChara#0","BNpcCustomize#19","NpcEquip#370",0,0,False,"ArrayEventHandler#852354",0,"BNpcParts#0",1,True,True,True,False,0,0,0,0,0,False,False,0
88,,"Battalion#4","LinkRace#0",0,1,"ModelChara#0","BNpcCustomize#20","NpcEquip#371",0,0,False,,0,"BNpcParts#0",1,True,True,True,False,0,0,0,0,0,False,False,0
89,,"Battalion#4","LinkRace#0",0,1.2,"ModelChara#0","BNpcCustomize#21","NpcEquip#411",0,0,False,,0,"BNpcParts#0",1,True,True,True,False,0,0,0,0,0,False,False,0
90,,"Battalion#4","LinkRace#0",0,1.1,"ModelChara#0","BNpcCustomize#22","NpcEquip#412",0,0,False,,0,"BNpcParts#0",1,True,True,True,False,0,0,0,0,0,False,False,0
91,,"Battalion#4","LinkRace#0",0,1,"ModelChara#0","BNpcCustomize#23","NpcEquip#413",0,0,False,,0,"BNpcParts#0",1,True,True,True,False,0,0,0,0,0,False,False,0
92,,"Battalion#4","LinkRace#0",0,1,"ModelChara#0","BNpcCustomize#24","NpcEquip#414",0,0,False,,0,"BNpcParts#0",1,True,True,True,False,0,0,0,0,0,False,False,0
93,,"Battalion#4","LinkRace#0",0,1,"ModelChara#0","BNpcCustomize#25","NpcEquip#415",0,0,False,,0,"BNpcParts#0",1,True,True,True,False,0,0,0,0,0,False,False,0
94,,"Battalion#4","LinkRace#0",0,1,"ModelChara#107","BNpcCustomize#0","NpcEquip#0",0,0,False,,0,"BNpcParts#0",1,True,True,True,False,0,0,0,0,0,False,False,0
95,,"Battalion#4","LinkRace#0",0,1,"ModelChara#108","BNpcCustomize#0","NpcEquip#0",0,0,False,,0,"BNpcParts#0",1,True,True,True,False,0,0,0,0,0,False,False,0
96,,"Battalion#4","LinkRace#0",0,1,"ModelChara#110","BNpcCustomize#0","NpcEquip#0",0,0,False,,0,"BNpcParts#0",1,True,True,True,False,0,0,0,0,0,False,False,0
97,,"Battalion#4","LinkRace#0",0,1,"ModelChara#109","BNpcCustomize#0","NpcEquip#0",0,0,False,,0,"BNpcParts#0",1,True,True,True,False,0,0,0,0,0,False,False,0
98,,"Battalion#4","LinkRace#0",0,2,"ModelChara#107","BNpcCustomize#0","NpcEquip#0",0,0,False,,0,"BNpcParts#0",1,True,True,True,False,0,0,5,254,0,False,False,0
99,,"Battalion#4","LinkRace#0",0,2,"ModelChara#108","BNpcCustomize#0","NpcEquip#0",0,0,False,,0,"BNpcParts#0",1,True,True,True,False,0,0,5,254,0,False,False,0
100,,"Battalion#4","LinkRace#0",0,2,"ModelChara#110","BNpcCustomize#0","NpcEquip#0",0,0,False,,0,"BNpcParts#0",1,True,True,True,False,0,0,5,254,0,False,False,0
101,,"Battalion#4","LinkRace#0",0,2,"ModelChara#109","BNpcCustomize#0","NpcEquip#0",0,0,False,,0,"BNpcParts#0",1,True,True,True,False,0,0,5,254,0,False,False,0
102,,"Battalion#4","LinkRace#0",0,2,"ModelChara#21","BNpcCustomize#0","NpcEquip#0",0,0,False,,0,"BNpcParts#0",1,True,True,True,False,0,0,0,0,0,False,False,0
103,,"Battalion#4","LinkRace#0",0,2,"ModelChara#21","BNpcCustomize#0","NpcEquip#0",0,0,False,,0,"BNpcParts#0",1,True,True,True,False,0,0,0,0,0,False,False,0
104,,"Battalion#4","LinkRace#0",0,2.5,"ModelChara#22","BNpcCustomize#0","NpcEquip#0",0,0,False,,0,"BNpcParts#0",1,True,True,True,False,0,0,0,0,0,False,False,0
105,,"Battalion#4","LinkRace#0",0,1.5,"ModelChara#6","BNpcCustomize#0","NpcEquip#319",0,0,False,,0,"BNpcParts#0",1,True,True,True,False,0,0,0,0,0,False,False,0
106,,"Battalion#4","LinkRace#0",0,2,"ModelChara#204","BNpcCustomize#0","NpcEquip#0",0,0,False,,0,"BNpcParts#0",1,True,True,True,False,0,0,0,0,0,False,False,0
107,,"Battalion#11","LinkRace#0",6,1.3,"ModelChara#12","BNpcCustomize#0","NpcEquip#355",0,0,False,,0,"BNpcParts#0",1,True,True,True,False,0,0,0,0,0,False,False,0
108,,"Battalion#11","LinkRace#0",0,1,"ModelChara#12","BNpcCustomize#0","NpcEquip#355",0,0,False,,0,"BNpcParts#0",1,True,True,True,False,0,0,0,0,0,False,False,0
109,,"Battalion#11","LinkRace#0",0,1,"ModelChara#12","BNpcCustomize#0","NpcEquip#357",0,0,False,,0,"BNpcParts#0",1,True,True,True,False,0,0,0,0,0,False,False,0
110,,"Battalion#11","LinkRace#0",0,1,"ModelChara#12","BNpcCustomize#0","NpcEquip#356",0,0,False,,0,"BNpcParts#0",1,True,True,True,False,0,0,0,0,0,False,False,0
111,,"Battalion#11","LinkRace#0",0,1,"ModelChara#12","BNpcCustomize#0","NpcEquip#358",0,0,False,,0,"BNpcParts#0",1,True,True,True,False,0,0,0,0,0,False,False,0
112,,"Battalion#11","LinkRace#0",2,1.6,"ModelChara#12","BNpcCustomize#0","NpcEquip#359",3255,0,False,,0,"BNpcParts#0",1,True,True,True,False,0,0,0,0,0,False,False,0
113,,"Battalion#6","LinkRace#2",0,1.2,"ModelChara#4","BNpcCustomize#0","NpcEquip#306",0,0,False,"ArrayEventHandler#851990",0,"BNpcParts#0",1,True,True,True,False,0,0,0,0,0,False,False,0
114,,"Battalion#6","LinkRace#2",0,1.2,"ModelChara#4","BNpcCustomize#0","NpcEquip#307",0,0,False,"ArrayEventHandler#852150",0,"BNpcParts#0",1,True,True,True,False,0,0,0,0,0,False,False,0
115,,"Battalion#6","LinkRace#2",0,1.2,"ModelChara#4","BNpcCustomize#0","NpcEquip#308",0,0,False,,0,"BNpcParts#0",1,True,True,True,False,0,0,0,0,0,False,False,0
116,,"Battalion#6","LinkRace#2",0,1.2,"ModelChara#4","BNpcCustomize#0","NpcEquip#309",0,0,False,,0,"BNpcParts#0",1,True,True,True,False,0,0,0,0,0,False,False,0
117,,"Battalion#4","LinkRace#0",0,1.5,"ModelChara#65","BNpcCustomize#0","NpcEquip#0",0,0,False,,0,"BNpcParts#0",1,True,True,True,False,0,0,5,129,0,False,False,0
118,,"Battalion#4","LinkRace#0",0,1,"ModelChara#297","BNpcCustomize#0","NpcEquip#0",0,0,False,"ArrayEventHandler#851986",0,"BNpcParts#0",1,True,True,True,False,0,0,5,191,0,False,False,0
119,,"Battalion#4","LinkRace#0",0,1,"ModelChara#121","BNpcCustomize#0","NpcEquip#422",0,3,False,,3,"BNpcParts#0",1,True,True,True,False,0,0,0,0,0,False,False,0
120,,"Battalion#4","LinkRace#0",0,1.2,"ModelChara#31","BNpcCustomize#0","NpcEquip#0",0,0,False,,0,"BNpcParts#0",1,True,True,True,False,0,0,0,0,0,False,False,0
121,,"Battalion#4","LinkRace#0",0,1.2,"ModelChara#44","BNpcCustomize#0","NpcEquip#0",0,0,False,,0,"BNpcParts#0",1,True,True,True,False,0,0,0,0,0,False,False,0
122,,"Battalion#4","LinkRace#0",0,1,"ModelChara#104","BNpcCustomize#0","NpcEquip#0",0,0,False,,0,"BNpcParts#0",1,True,True,True,False,0,0,0,0,0,False,False,0
123,,"Battalion#4","LinkRace#0",0,1,"ModelChara#197","BNpcCustomize#0","NpcEquip#0",0,0,False,"ArrayEventHandler#852649",0,"BNpcParts#0",1,True,True,True,False,0,0,0,0,0,False,False,0
124,,"Battalion#4","LinkRace#0",0,1,"ModelChara#229","BNpcCustomize#0","NpcEquip#0",0,0,False,,0,"BNpcParts#0",1,True,True,True,False,0,0,0,0,0,False,False,0
125,,"Battalion#4","LinkRace#0",0,1.5,"ModelChara#63","BNpcCustomize#0","NpcEquip#0",0,0,False,,0,"BNpcParts#0",1,True,True,True,False,0,0,0,0,0,False,False,0
126,,"Battalion#4","LinkRace#0",0,1.5,"ModelChara#17","BNpcCustomize#0","NpcEquip#416",0,0,False,,0,"BNpcParts#0",1,True,True,True,False,0,0,0,0,0,False,False,0
127,,"Battalion#4","LinkRace#0",0,1.5,"ModelChara#20","BNpcCustomize#0","NpcEquip#0",0,0,False,,0,"BNpcParts#0",1,True,True,True,False,0,0,0,0,0,False,False,0
128,,"Battalion#4","LinkRace#0",0,1.5,"ModelChara#20","BNpcCustomize#0","NpcEquip#0",0,0,False,,0,"BNpcParts#0",1,True,True,True,False,0,0,0,0,0,False,False,0
129,,"Battalion#4","LinkRace#0",0,1.5,"ModelChara#21","BNpcCustomize#0","NpcEquip#0",0,0,False,,0,"BNpcParts#0",1,True,True,True,False,0,0,0,0,0,False,False,0
