key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
1008,"Other Master Recipes","Master Recipes",15,255,,0,99,True,2,3,True,True,True,True,True,True,True,True
1009,"","",0,0,,0,0,False,0,0,False,False,False,False,False,False,False,False
1010,"","",0,0,,0,0,False,0,0,False,False,False,False,False,False,False,False
1011,"Dyes","Others",30,255,,0,1,False,0,0,True,True,True,True,True,True,True,True
1012,"","",0,0,,0,0,False,0,0,False,False,False,False,False,False,False,False
1013,"Class Quests","Class",61,255,,0,99,False,0,0,True,True,True,True,True,True,True,True
1014,"Crystarium Deliveries","Class",70,255,"Iola, Forgemaster",0,98,False,0,0,False,True,True,True,False,False,False,False
1015,"Crystarium Deliveries","Class",70,255,"Cherished Memories",0,97,False,0,0,True,False,False,False,True,True,False,False
1016,"Crystarium Deliveries","Class",70,255,"Friends of a Feather",0,96,False,0,0,False,False,False,False,False,False,True,True
1017,"Ixal Quests","Society Quests",1,255,"A Bad Bladder",0,9,False,0,0,True,True,True,True,True,True,True,True
1018,"Moogle Quests","Society Quests",50,255," Tricks and Stones",4,8,False,0,0,True,True,True,True,True,True,True,True
1019,"Namazu Quests","Society Quests",60,255,"Something Fishy This Way Comes",0,7,False,0,0,True,True,True,True,True,True,True,True
1020,"Zhloe Aliapoh","Custom Deliveries",55,255,"Arms Wide Open",0,12,False,0,0,True,True,True,True,True,True,True,True
1021,"M'naago","Custom Deliveries",55,255,"None Forgotten, None Forsaken",0,11,False,0,0,True,True,True,True,True,True,True,True
1022,"Kurenai","Custom Deliveries",55,255,"The Seaweed Is Always Greener",0,10,False,0,0,True,True,True,True,True,True,True,True
1023,"Adkiragh","Custom Deliveries",55,255,"Between a Rock and the Hard Place",0,9,False,0,0,True,True,True,True,True,True,True,True
1024,"Kai-Shirr","Custom Deliveries",55,255,"Oh, Beehive Yourself",0,8,False,0,0,True,True,True,True,True,True,True,True
1025,"Restoration","Sidequests",20,255,,0,98,False,0,0,True,True,True,True,True,True,True,True
1026,"Other","Sidequests",20,255,,0,99,False,0,0,True,True,True,True,True,True,True,True
1027,"Restoration (2)","Sidequests",255,255,,0,100,False,0,0,True,True,True,True,True,True,True,True
1028,"Skysteel Tools","Sidequests",80,255,"Mislaid Plans",0,97,False,0,0,True,True,True,True,True,True,True,True
1029,"Dwarf Quests","Society Quests",70,255," It's Dwarfin' Time",5,6,False,0,0,True,True,True,True,True,True,True,True
1030,"Ehll Tou","Custom Deliveries",55,255,"O Crafter, My Crafter",0,7,False,0,0,True,True,True,True,True,True,True,True
1031,"Restoration (3)","Sidequests",255,255,,0,100,False,0,0,True,True,True,True,True,True,True,True
1032,"50-60","Collectables",50,255,,0,10,False,0,0,True,True,True,True,True,True,True,True
1033,"61-70","Collectables",60,255,,0,9,False,0,0,True,True,True,True,True,True,True,True
1034,"71-80","Collectables",70,255,,0,8,False,0,0,True,True,True,True,True,True,True,True
1035,"Ornaments (1)","Others",50,255,,0,3,False,0,0,False,False,False,False,False,False,True,False
1036,"Restoration (4)","Sidequests",255,255,,0,100,False,0,0,True,True,True,True,True,True,True,True
1037,"Charlemend","Custom Deliveries",55,255,"You Can Count on It",0,6,False,0,0,True,True,True,True,True,True,True,True
1038,"Master Recipes (9)","Master Recipes",90,255,,0,90,True,11,0,True,True,True,True,True,True,True,True
1039,"81-90","Collectables",80,255,,0,7,False,0,0,True,True,True,True,True,True,True,True
1040,"Studium Deliveries","Class",80,255,"Professor Rurusha's New Friend",0,95,False,0,0,False,True,True,True,False,False,False,False
1041,"Studium Deliveries","Class",80,255,"In Search of the Azure Star",0,94,False,0,0,True,False,False,False,True,True,False,False
1042,"Studium Deliveries","Class",80,255,"Perfectly Awful",0,93,False,0,0,False,False,False,False,False,False,True,True
1043,"Fixtures","Housing",12,255,,0,1,False,0,0,True,True,True,True,True,True,True,False
1044,"Outdoor Furnishings","Housing",12,255,,0,2,False,0,0,True,True,True,True,True,True,True,True
1045,"Indoor Furnishings","Housing",12,255,,0,3,False,0,0,True,True,True,True,True,True,True,True
1046,"Tables/Rugs","Housing",12,255,,0,4,False,0,0,True,True,True,True,True,True,True,False
1047,"Tabletop","Housing",12,255,,0,5,False,0,0,True,True,True,True,True,True,True,True
1048,"Wall-mounted","Housing",12,255,,0,6,False,0,0,True,True,True,True,True,True,True,False
1049,"Other","Housing",12,255,,0,7,False,0,0,False,False,False,False,False,False,True,False
1050,"Ameliance","Custom Deliveries",80,255,"Of Mothers and Merchants",0,5,False,0,0,True,True,True,True,True,True,True,True
1051,"Master Recipes (10)","Master Recipes",90,255,,0,89,True,12,0,True,True,True,True,True,True,True,True
1052,"Ornaments (2)","Others",73,255,,0,4,False,0,0,False,False,False,False,False,False,True,False
1053,"Anden","Custom Deliveries",80,255,"That's So Anden",0,4,False,0,0,True,True,True,True,True,True,True,True
1054,"Loporrit Quests","Society Quests",80,255," Must Be Dreaming(way)",6,5,False,0,0,True,True,True,True,True,True,True,True
1055,"Splendorous Tools","Sidequests",90,255,"An Original Improvement",0,96,False,0,0,True,True,True,True,True,True,True,True
1056,"Margrat","Custom Deliveries",80,255,"A Request of One's Own",0,3,False,0,0,True,True,True,True,True,True,True,True
1057,"91-100","Collectables",90,255,,0,6,False,0,0,True,True,True,True,True,True,True,True
1058,"Wachumeqimeqi","Class",90,255,"Your Friendly Neighborhood Metalworker",0,92,False,0,0,False,True,True,True,False,False,False,False
1059,"Wachumeqimeqi","Class",90,255,"Pameka, the Scrivener",0,91,False,0,0,True,False,False,False,True,True,False,False
1060,"Wachumeqimeqi","Class",90,255,"Blame It on My Juice",0,90,False,0,0,False,False,False,False,False,False,True,True
1061,"Master Recipes (11)","Master Recipes",100,255,,0,88,True,13,0,True,True,True,True,True,True,True,True
1062,"[翻訳不要] 検索対象外カテゴリ","",255,255,,0,0,False,0,0,True,True,True,True,True,True,True,True
1063,"Nitowikwe","Custom Deliveries",90,255,"Laying New Tracks",0,2,False,0,0,True,True,True,True,True,True,True,True
1064,"Master Recipes (12)","Master Recipes",100,255,,0,87,True,14,0,True,True,True,True,True,True,True,True
1065,"Yok Huy Quests","Society Quests",90,255," Frosty Neighbors",5,4,False,0,0,True,True,True,True,True,True,True,True
1066,"[翻訳不要] 検索対象外カテゴリ","",255,255,,0,0,False,0,0,True,True,True,True,True,True,True,True
1067,"Tiisol Ja","Custom Deliveries",90,255,"Taco Time",0,1,False,0,0,True,True,True,True,True,True,True,True
1068,"","",0,0,,0,0,False,0,0,False,False,False,False,False,False,False,False
2000,"Coerthas","Regional Folklore",255,50,,0,12,False,0,0,True,True,True,True,True,True,True,True
2001,"Dravania","Regional Folklore",255,50,,0,11,False,0,0,True,True,True,True,True,True,True,True
2002,"Abalathia","Regional Folklore",255,50,,0,10,False,0,0,True,True,True,True,True,True,True,True
2003,"Gyr Abania","Regional Folklore",255,60,,0,9,False,0,0,True,True,True,True,True,True,True,True
2004,"Othard","Regional Folklore",255,60,,0,8,False,0,0,True,True,True,True,True,True,True,True
2005,"Norvrandt","Regional Folklore",255,70,,0,7,False,0,0,True,True,True,True,True,True,True,True
2006,"Ishgard Restoration","Sidequests",255,1,,0,3,False,0,0,True,True,True,True,True,True,True,True
2007,"Skysteel Tools","Sidequests",255,80,"Mislaid Plans",0,2,False,0,0,True,True,True,True,True,True,True,True
2008,"50-70","Collectables",255,50,"Inscrutable Tastes",0,4,False,0,0,True,True,True,True,True,True,True,True
2009,"71-80","Collectables",255,70,"Inscrutable Tastes",0,3,False,0,0,True,True,True,True,True,True,True,True
2010,"Ilsabard/Northern Empty","Regional Folklore",255,80,,0,6,False,0,0,True,True,True,True,True,True,True,True
2011,"Sea of Stars","Regional Folklore",255,80,"A Trip to the Moon",0,5,False,0,0,True,True,True,True,True,True,True,True
2012,"World Unsundered","Regional Folklore",255,80,"Hope Upon a Flower",0,4,False,0,0,True,True,True,True,True,True,True,True
2013,"81-90","Collectables",255,80,"Inscrutable Tastes",0,2,False,0,0,True,True,True,True,True,True,True,True
2014,"Splendorous Tools","Sidequests",255,90,"An Original Improvement",0,1,False,0,0,True,True,True,True,True,True,True,True
2015,"Yok Tural","Regional Folklore",255,90,,0,3,False,0,0,True,True,True,True,True,True,True,True
2016,"Xak Tural","Regional Folklore",255,90,,0,2,False,0,0,True,True,True,True,True,True,True,True
2017,"Alexandria","Regional Folklore",255,90,"All Aboard",0,1,False,0,0,True,True,True,True,True,True,True,True
2018,"91-100","Collectables",255,90,"Inscrutable Tastes",0,1,False,0,0,True,True,True,True,True,True,True,True
2019,"","",0,0,,0,0,False,0,0,False,False,False,False,False,False,False,False
