key,0,1,2,3,4,5,6,7,8,9,10
45118,0,0,"","Black Summer Halter","","Black Summer Tanga","","","","",""
45119,0,0,"Mended Imperial Pot Helm","Mended Imperial Short Robe","","","","","","",""
45120,0,0,"Snowman Head","Snowman Suit","Snowman Mitts","","","","","",""
45121,0,0,"Valentione Hat","Valentione Apron","Valentione Mitts","Valentione Trousers","Valentione Pattens","","","",""
45122,0,0,"Valentione Hat","Valentione Apron Dress","Valentione Mitts","Valentione Skirt","Valentione Pattens","","","",""
45123,0,0,"Highland Hood","Highland Smock","Highland Mitts","","Highland Boots","","","",""
45124,0,0,"","Glacial Coat","","","Glacial Boots","","","",""
45125,0,0,"","Sailor Shirt","","Sailor Brais","Sailor Deck Shoes","","","",""
45126,0,0,"Spring Straw Hat","Spring Dress","","Spring Skirt","Spring Dress Shoes","","","",""
45127,0,0,"","Light Steel Galerus","","Light Steel Subligar","","","","",""
45128,0,0,"","Taffeta Shawl","","Taffeta Loincloth","","","","",""
45129,0,0,"Sweet Dream Cap","Sweet Dream Tunic","","","Sweet Dream Boots","","","",""
45130,0,0,"","Ti Leaf Lei","","Red Summer Maro","","","","",""
45131,0,0,"","South Seas Talisman","","Blue Summer Maro","","","","",""
45132,0,0,"","Coeurl Talisman","","Coeurl Beach Maro","","","","",""
45133,0,0,"","Coronal Summer Halter","","Red Summer Pareo","","","","",""
45134,0,0,"","Sea Breeze Summer Halter","","Sea Breeze Summer Pareo","","","","",""
45135,0,0,"","Coeurl Beach Halter","","Coeurl Beach Pareo","","","","",""
45136,0,0,"","Coeurl Beach Halter","","Coeurl Beach Tanga","","","","",""
45137,0,0,"Crescent Moon Cone","Crescent Moon Nightgown","","Crescent Moon Bottoms","Crescent Moon Slippers","","","",""
45138,0,0,"Crescent Moon Nightcap","Crescent Moon Nightgown","","Crescent Moon Bottoms","Crescent Moon Slippers","","","",""
45139,0,0,"","Tailcoat of Eternal Innocence","Gloves of Eternal Innocence","Slacks of Eternal Innocence","Boots of Eternal Innocence","","","",""
45140,0,0,"","Tailcoat of Eternal Passion","Gloves of Eternal Passion","Slacks of Eternal Passion","Boots of Eternal Passion","","","",""
45141,0,0,"","Tailcoat of Eternal Devotion","Gloves of Eternal Devotion","Slacks of Eternal Devotion","Boots of Eternal Devotion","","","",""
45142,0,0,"Veil of Eternal Innocence","Gown of Eternal Innocence","","Tights of Eternal Innocence","Bootlets of Eternal Innocence","","","",""
45143,0,0,"Veil of Eternal Passion","Gown of Eternal Passion","","Tights of Eternal Passion","Bootlets of Eternal Passion","","","",""
45144,0,0,"Veil of Eternal Devotion","Gown of Eternal Devotion","","Tights of Eternal Devotion","Bootlets of Eternal Devotion","","","",""
45145,0,0,"Moogle Head","Moogle Body","Moogle Arms","Moogle Buns","Moogle Legs","","","",""
45146,0,0,"Eerie Hat","Eerie Robe","","Eerie Tights","Eerie Crakows","","","",""
45147,0,0,"Starlight Sugarloaf Hat","Starlight Tunic","","Starlight Tights","Starlight Boots","","","",""
45148,0,0,"","Best Man's Jacket","","Best Man's Slacks","Best Man's Gaiters","","","",""
45149,0,0,"","Bridesmaid's Dress","","Bridesmaid's Tights","Bridesmaid's Sandals","","","",""
45150,0,0,"","Gambler's Trenchcoat","Gambler's Gloves","Gambler's Trousers","Gambler's Boots","","","",""
45151,0,0,"Bunny Crown","Bunny Bustier","Bunny Loops","Bunny Tights","Bunny Pumps","","","",""
45152,0,0,"","Riviera Doublet","","Riviera Slops","","","","",""
45153,0,0,"","Oasis Doublet","","Oasis Halftrews","","","","",""
45154,0,0,"","Oasis Tunic","","Oasis Sarouel","","","","",""
45155,0,0,"","Glade Tunic","","Glade Slops","Glade Shoes","","","",""
45156,0,0,"The Emperor's New Hat","The Emperor's New Robe","The Emperor's New Gloves","The Emperor's New Breeches","The Emperor's New Boots","The Emperor's New Earrings","The Emperor's New Necklace","The Emperor's New Bracelet","The Emperor's New Ring"
45157,0,0,"","Strife Vest","Strife Gloves","Strife Bags","Strife Boots","","","",""
45158,0,0,"","Manderville Coatee","","Manderville Bottoms","","","","",""
45159,0,0,"","Southern Seas Vest","","Southern Seas Trunks","","","","",""
45160,0,0,"","Southern Seas Swimsuit","","Southern Seas Tanga","","","","",""
45161,0,0,"","Striped Southern Seas Vest","","Southern Seas Trunks","","","","",""
45162,0,0,"","Striped Southern Seas Swimsuit","","Southern Seas Tanga","","","","",""
45163,0,0,"Thavnairian Turban","Thavnairian Bolero","Thavnairian Gloves","Thavnairian Sarouel","Thavnairian Babouches","","","",""
45164,0,0,"Thavnairian Headdress","Thavnairian Bustier","Thavnairian Armlets","Thavnairian Tights","Thavnairian Sandals","","","",""
45165,0,0,"Spotted Fedora","Spotted Spencer","","","","","","",""
45166,0,0,"Wild Rose Bandana","Wild Rose Cuirass","Wild Rose Armguards","Wild Rose Breeches","Wild Rose Boots","","","",""
45167,0,0,"Witch's Hat","Witch's Coatee","Witch's Gloves","","Witch's Thighboots","","","",""
45168,0,0,"","","","","","","","",""
45169,0,0,"","","","","","","","",""
45170,0,0,"Bunny Chief Crown","Bunny Chief Bustier","Bunny Chief Loops","Bunny Chief Tights","Bunny Chief Pumps","","","",""
45171,0,0,"","High House Justaucorps","","High House Breeches","High House Boots","","","",""
45172,0,0,"High House Cloche","High House Bustle","","","High House Halfboots","","","",""
45173,0,0,"","Falconer's Shirt","","Falconer's Bottoms","Falconer's Boots","","","",""
45174,0,0,"","Lord's Suikan","","","Little Lord's Clogs","","","",""
45175,0,0,"","Scion Conjurer's Dalmatica","","Scion Conjurer's Chausses","Scion Conjurer's Pattens","","","",""
45176,0,0,"","Scion Thief's Tunic","Scion Thief's Halfgloves","Scion Thief's Gaskins","Scion Thief's Armored Caligae","","","",""
45177,0,0,"Scion Striker's Visor","Scion Striker's Attire","","","","","","",""
45178,0,0,"Scion Thaumaturge's Monocle","Scion Thaumaturge's Robe","Scion Thaumaturge's Gauntlets","Scion Thaumaturge's Gaskins","Scion Thaumaturge's Moccasins","","","",""
45179,0,0,"","Scion Chronocler's Cowl","Scion Chronocler's Ringbands","Scion Chronocler's Tights","Scion Chronocler's Caligae","","","",""
45180,0,0,"Amatsu Hachigane","Amatsu Togi","Amatsu Tekko","Amatsu Haidate","Amatsu Sune-ate","","","",""
45181,0,0,"","Lady's Suikan","","","Little Lady's Clogs","","","",""
45182,0,0,"","Rainbow Justaucorps","","Rainbow Breeches","Archaeoskin Boots","","","",""
45183,0,0,"Archaeoskin Cloche","Rainbow Bustle","","","Archaeoskin Halfboots","","","",""
45184,0,0,"","Ramie Shirt","","Dragonskin Bottoms","Dragonskin Boots","","","",""
45185,0,0,"","Tantalus Vest","Tantalus Cuffs","Tantalus Breeches","Tantalus Boots","","","",""
45186,0,0,"","Expeditioner's Coat","","Expeditioner's Kecks","Expeditioner's Moccasins","","","",""
45187,0,0,"","","","","","","","",""
45188,0,0,"","Expeditioner's Tabard","Expeditioner's Gloves","Expeditioner's Pantalettes","Expeditioner's Thighboots","","","",""
45189,0,0,"","","","","","","","",""
45190,0,0,"","Uraeus Body Armor","","Uraeus Breeches","","","","",""
45191,0,0,"","Gryphonskin Breastguard","","Gryphonskin Pantalettes","","","","",""
45192,0,0,"Head Engineer's Goggles","Head Engineer's Attire","","","","","","",""
45193,0,0,"Ironworks Engineer's Goggles","Ironworks Engineer's Doublet","Ironworks Engineer's Gloves","Ironworks Engineer's Slops","Ironworks Engineer's Boots","","","",""
45194,0,0,"","Uraeus Coat","","Uraeus Skirt","Dodore Boots","","","",""
45195,0,0,"","Dhalmelskin Coat","","Ramie Kecks","Dhalmelskin Moccasins","","","",""
45196,0,0,"","Ramie Tabard","Dark Dhalmelskin Gloves","Ramie Pantalettes","Dhalmelskin Thighboots","","","",""
45197,0,0,"Wind Silk Wedge Cap","Wind Silk Coatee","Dinosaur Leather Gloves","Wind Silk Bottoms","Dinosaur Leather Shoes","","","",""
45198,0,0,"Housemaid's Brim","Housemaid's Apron Dress","Housemaid's Wristdresses","Housemaid's Bloomers","Housemaid's Pumps","","","",""
45199,0,0,"Butler's Monocle","Butler's Jacket","Butler's Gloves","Butler's Slacks","Butler's Gaiters","","","",""
45200,0,0,"","","","","","","","",""
45201,0,0,"","","","","","","","",""
45202,0,0,"","","","","","","","",""
45203,0,0,"","","","","","","","",""
45204,0,0,"","","","","","","","",""
45205,0,0,"","","","","","","","",""
45206,0,0,"","","","","","","","",""
45207,0,0,"","","","","","","","",""
45208,0,0,"","","","","","","","",""
45209,0,0,"","","","","","","","",""
45210,0,0,"","","","","","","","",""
45211,0,0,"","","","","","","","",""
45212,0,0,"","","","","","","","",""
45213,0,0,"","","","","","","","",""
45214,0,0,"","","","","","","","",""
45215,0,0,"","","","","","","","",""
45216,0,0,"","","","","","","","",""
45217,0,0,"","","","","","","","",""
45218,0,0,"","","","","","","","",""
45219,0,0,"","","","","","","","",""
45220,0,0,"","","","","","","","",""
45221,0,0,"","","","","","","","",""
45222,0,0,"Lone Wolf Crown","Lone Wolf Coat","Lone Wolf Gauntlets","Lone Wolf Breeches","Lone Wolf Boots","","","",""
45223,0,0,"Pack Wolf Crown","Pack Wolf Coat","Pack Wolf Gauntlets","Pack Wolf Breeches","Pack Wolf Boots","","","",""
45224,0,0,"Vanu Vanu Head","Vanu Vanu Body","Vanu Vanu Arms","Vanu Vanu Waist","Vanu Vanu Legs","","","",""
45225,0,0,"Gnath Head","Vath Thorax","Gnath Arms","Gnath Abdomen","Gnath Legs","","","",""
45226,0,0,"New World Headdress","New World Jacket","New World Armlets","New World Hose","New World Moccasins","","","",""
45227,0,0,"Legacy Warrior Coronet","Legacy Warrior Mail","Legacy Warrior Armguards","Legacy Warrior Breeches","Legacy Warrior Sabatons","","","",""
45228,0,0,"Survival Hat","Survival Shirt","","Survival Halfslops","Survival Boots","","","",""
45229,0,0,"","Extreme Survival Shirt","","Extreme Survival Slops","","","","",""
45230,0,0,"Swine Head","Swine Body","","","","","","",""
45231,0,0,"","Fuga Haori","","Fuga Hakama","","","","",""
45232,0,0,"Far Eastern Noble's Mortarboard","Far Eastern Noble's Robe","Far Eastern Noble's Armlets","Far Eastern Noble's Petticoat","Far Eastern Noble's Sandals","","","",""
45233,0,0,"Far Eastern Journey Circlet","Far Eastern Journey Jacket","Far Eastern Journey Armlets","Far Eastern Journey Bottoms","Far Eastern Journey Shoes","","","",""
45234,0,0,"Moonfire Hat","Moonfire Vest","","Moonfire Trunks","Moonfire Caligae","","","",""
45235,0,0,"Moonfire Hat","Moonfire Halter","","Moonfire Tanga","Moonfire Sandals","","","",""
45236,0,0,"Boarskin Survival Hat","Linen Survival Shirt","","Linen Survival Halfslops","Boarskin Survival Boots","","","",""
45237,0,0,"","Scion Rogue's Jacket","Scion Rogue's Armguards","Scion Rogue's Gaskins","Scion Rogue's Boots","","","",""
45238,0,0,"","Scion Healer's Robe","","Scion Healer's Halftights","Scion Healer's Highboots","","","",""
45239,0,0,"","Abes Jacket","Abes Gloves","Abes Halfslops","Abes Boots","","","",""
45240,0,0,"","High Summoner's Dress","High Summoner's Armlets","","High Summoner's Boots","","","",""
45241,0,0,"Angelic Circlet","Angelic Wings","Angelic Chaplets","Angelic Slops","Angelic Thighboots","","","",""
45242,0,0,"Demonic Horns","Demonic Wings","Demonic Gloves","Demonic Slops","Demonic Thighboots","","","",""
45243,0,0,"Far Eastern Gentleman's Hat","Far Eastern Gentleman's Robe","","Far Eastern Gentleman's Trousers","Far Eastern Gentleman's Boots","","","",""
45244,0,0,"Far Eastern Beauty's Hairpin","Far Eastern Beauty's Robe","","Far Eastern Beauty's Skirt","Far Eastern Beauty's Boots","","","",""
45245,0,0,"Ramie Hood","Ramie Poncho","","Ramie Slops","Fur-lined Dhalmelskin Boots","","","",""
45246,0,0,"Cashmere Hood","Cashmere Poncho","","Cashmere Slops","Fur-lined Saurian Boots","","","",""
45247,0,0,"Eaglewing Crown","Eaglewing Coat","Eaglewing Gauntlets","Eaglewing Breeches","Eaglewing Boots","","","",""
45248,0,0,"Eaglebeak Crown","Eaglebeak Coat","Eaglebeak Gauntlets","Eaglebeak Breeches","Eaglebeak Boots","","","",""
45249,0,0,"Tarnished Face of the Golden Wolf","Tarnished Body of the Golden Wolf","Tarnished Hands of the Golden Wolf","Tarnished Legs of the Golden Wolf","Tarnished Feet of the Golden Wolf","","","",""
45250,0,0,"Tarnished Face of Undying Twilight","Tarnished Body of Undying Twilight","Tarnished Hands of Undying Twilight","Tarnished Legs of Undying Twilight","Tarnished Feet of Undying Twilight","","","",""
45251,0,0,"Tarnished Face of Pressing Darkness","Tarnished Body of Pressing Darkness","Tarnished Hands of Pressing Darkness","Tarnished Legs of Pressing Darkness","Tarnished Feet of Pressing Darkness","","","",""
45252,0,0,"Tarnished Face of the White Night","Tarnished Body of the White Night","Tarnished Hands of the White Night","Tarnished Legs of the White Night","Tarnished Feet of the White Night","","","",""
45253,0,0,"Tarnished Face of the Silver Wolf","Tarnished Body of the Silver Wolf","Tarnished Hands of the Silver Wolf","Tarnished Legs of the Silver Wolf","Tarnished Feet of the Silver Wolf","","","",""
45254,0,0,"Common Makai Mauler's Facemask","Common Makai Mauler's Oilskin","Common Makai Mauler's Fingerless Gloves","Common Makai Mauler's Leggings","Common Makai Mauler's Boots","","","",""
45255,0,0,"Common Makai Manhandler's Facemask","Common Makai Manhandler's Jerkin","Common Makai Manhandler's Fingerless Gloves","Common Makai Manhandler's Quartertights","Common Makai Manhandler's Longboots","","","",""
45256,0,0,"Common Makai Marksman's Eyepatch","Common Makai Marksman's Battlegarb","Common Makai Marksman's Fingerless Gloves","Common Makai Marksman's Slops","Common Makai Marksman's Boots","","","",""
45257,0,0,"Common Makai Markswoman's Ribbon","Common Makai Markswoman's Battledress","Common Makai Markswoman's Fingerless Gloves","Common Makai Markswoman's Quartertights","Common Makai Markswoman's Longboots","","","",""
45258,0,0,"Common Makai Sun Guide's Circlet","Common Makai Sun Guide's Oilskin","Common Makai Sun Guide's Fingerless Gloves","Common Makai Sun Guide's Slops","Common Makai Sun Guide's Boots","","","",""
45259,0,0,"Common Makai Moon Guide's Circlet","Common Makai Moon Guide's Gown","Common Makai Moon Guide's Fingerless Gloves","Common Makai Moon Guide's Quartertights","Common Makai Moon Guide's Longboots","","","",""
45260,0,0,"Common Makai Priest's Coronet","Common Makai Priest's Doublet Robe","Common Makai Priest's Fingerless Gloves","Common Makai Priest's Slops","Common Makai Priest's Boots","","","",""
45261,0,0,"Common Makai Priestess's Headdress","Common Makai Priestess's Jerkin","Common Makai Priestess's Fingerless Gloves","Common Makai Priestess's Skirt","Common Makai Priestess's Longboots","","","",""
45262,0,0,"Wool Knit Cap","Wool Suspenders","","Cropped Wool Slops","Raptorskin Shoes","","","",""
45263,0,0,"Flannel Knit Cap","Flannel Suspenders","","Cropped Flannel Slops","Pteroskin Shoes","","","",""
45264,0,0,"","Lord Commander's Coat","Lord Commander's Gloves","","","","","",""
45265,0,0,"Songbird Hat","Songbird Jacket","Songbird Gloves","Songbird Skirt","Songbird Boots","","","",""
45266,0,0,"Royal Seneschal's Chapeau","Royal Seneschal's Coat","Royal Seneschal's Fingerless Gloves","Royal Seneschal's Breeches","Royal Seneschal's Boots","","","",""
45267,0,0,"Zundu Head","Zundu Body","Zundu Arms","Zundu Waist","Zundu Legs","","","",""
45268,0,0,"Gnath Head","Gnath Thorax","Gnath Arms","Gnath Abdomen","Gnath Legs","","","",""
45269,0,0,"Scion Adventurer's Monocle","Scion Adventurer's Jacket","","Scion Adventurer's Bottoms","Scion Adventurer's Boots","","","",""
45270,0,0,"","Leonhart Jacket","Leonhart Gloves","Leonhart Bottoms","Leonhart Boots","","","",""
45271,0,0,"","Ward Knight's Armor","Ward Knight's Gauntlets","Ward Knight's Trousers","Ward Knight's Sabatons","","","",""
45272,0,0,"","Ward Mage's Robe","Ward Mage's Dress Gloves","Ward Mage's Trousers","Ward Mage's Sabatons","","","",""
45273,0,0,"Exclusive Far Eastern Journey Circlet","Exclusive Far Eastern Journey Jacket","Exclusive Far Eastern Journey Armlets","Exclusive Far Eastern Journey Bottoms","Exclusive Far Eastern Journey Shoes","","","",""
45274,0,0,"Aka Oni Somen","Aka Oni Hara-ate","Aka Oni Kote","Aka Oni Tsutsu-hakama","Aka Oni Sune-ate","","","",""
45275,0,0,"Ao Oni Somen","Ao Oni Hara-ate","Ao Oni Kote","Ao Oni Tsutsu-hakama","Ao Oni Sune-ate","","","",""
45276,0,0,"Tengu Bo","Tengu Togi","Tengu Tekko","Tengu Hakama","Tengu Kyahan","","","",""
45277,0,0,"Nue Somen","Nue Togi","Nue Kote","Nue Tsutsu-hakama","Nue Sune-ate","","","",""
45278,0,0,"Karasu Bo","Karasu Togi","Karasu Tekko","Karasu Hakama","Karasu Kyahan","","","",""
45279,0,0,"Hakuko Men","Hakuko Dogi","Hakuko Tekko","Hakuko Tsutsu-hakama","Hakuko Kyahan","","","",""
45280,0,0,"Kokuko Men","Kokuko Dogi","Kokuko Tekko","Kokuko Tsutsu-hakama","Kokuko Kyahan","","","",""
45281,0,0,"Taoist's Cap","Taoist's Shirt","Taoist's Gloves","Taoist's Slops","Taoist's Shoes","","","",""
45282,0,0,"Non La","Ao Dai","","Quan","Guoc","","","",""
45283,0,0,"Star of the Nezha Lord","Nezha Lord's Jacket","Nezha Lord's Gloves","Nezha Lord's Slops","Nezha Lord's Boots","","","",""
45284,0,0,"Star of the Nezha Lady","Nezha Lady's Jacket","Nezha Lady's Gloves","Nezha Lady's Slops","Nezha Lady's Kneeboots","","","",""
45285,0,0,"Loyal Housemaid's Brim","Loyal Housemaid's Apron Dress","Loyal Housemaid's Wristdresses","Loyal Housemaid's Bloomers","Loyal Housemaid's Pumps","","","",""
45286,0,0,"Loyal Butler's Monocle","Loyal Butler's Jacket","Loyal Butler's Gloves","Loyal Butler's Slacks","Loyal Butler's Gaiters","","","",""
45287,0,0,"","Faire Joi","","Faire Kohakama","Faire Zori","","","",""
45288,0,0,"Blackbosom Hat","Blackbosom Dress","Blackbosom Dress Gloves","","Blackbosom Boots","","","",""
45289,0,0,"Hellhound Helm","Hellhound Armor","Hellhound Gauntlets","Hellhound Cuisses","Hellhound Sabatons","","","",""
45290,0,0,"Kabuto of the Blue","Oyoroi of the Blue","Kote of the Blue","Tsutsu-hakama of the Blue","Sune-ate of the Blue","","","",""
45291,0,0,"Werewolf Head","Werewolf Body","Werewolf Arms","Werewolf Bottoms","Werewolf Feet","","","",""
45292,0,0,"Werewolf Head","Werewolf Body","Werewolf Arms","Werewolf Bottoms","Werewolf Legs","","","",""
45293,0,0,"Emerald Carbuncle Ears","Emerald Carbuncle Jacket","","","Emerald Carbuncle Boots","","","",""
45294,0,0,"Topaz Carbuncle Ears","Topaz Carbuncle Jacket","","","Topaz Carbuncle Boots","","","",""
45295,0,0,"","","","","","","","",""
45296,0,0,"","","","","","","","",""
45297,0,0,"","Scion Liberator's Jacket","Scion Liberator's Fingerless Gloves","Scion Liberator's Pantalettes","Scion Liberator's Sabatons","Scion Liberator's Earrings","","",""
45298,0,0,"","Spring Shirt","","Spring Bottoms","Spring Shoes","","","",""
45299,0,0,"Republican Hoplomachus's Headgear","Republican Hoplomachus's Lorica","Republican Hoplomachus's Manicae","Republican Hoplomachus's Loincloth","Republican Hoplomachus's Greaves","","","",""
45300,0,0,"Republican Eques's Headgear","Republican Eques's Chiton","Republican Eques's Manicae","Republican Eques's Loincloth","Republican Eques's Caligae","","","",""
45301,0,0,"Republican Secutor's Mask","Republican Secutor's Lorica","Republican Secutor's Manicae","Republican Secutor's Loincloth","Republican Secutor's Caligae","","","",""
45302,0,0,"Republican Sagittarius's Headband","Republican Sagittarius's Chiton","Republican Sagittarius's Wrist Torque","Republican Sagittarius's Loincloth","Republican Sagittarius's Caligae","","","",""
45303,0,0,"Republican Dimachaerius's Mask","Republican Dimachaerius's Lorica","Republican Dimachaerius's Manicae","Republican Dimachaerius's Loincloth","Republican Dimachaerius's Caligae","","","",""
45304,0,0,"Republican Medicus's Laurel Wreath","Republican Medicus's Chiton","Republican Medicus's Wrist Torque","Republican Medicus's Loincloth","Republican Medicus's Caligae","","","",""
45305,0,0,"Republican Signifer's Horns","Republican Signifer's Chiton","Republican Signifer's Fingerless Gloves","Republican Signifer's Culottes","Republican Signifer's Caligae","","","",""
45306,0,0,"Grey Hound Helm","Grey Hound Armor","Grey Hound Gauntlets","Grey Hound Cuisses","Grey Hound Sabatons","","","",""
45307,0,0,"Faerie Tale Prince's Circlet","Faerie Tale Prince's Vest","Faerie Tale Prince's Gloves","Faerie Tale Prince's Slops","Faerie Tale Prince's Boots","","","",""
45308,0,0,"Faerie Tale Princess's Tiara","Faerie Tale Princess's Dress","Faerie Tale Princess's Gloves","Faerie Tale Princess's Long Skirt","Faerie Tale Princess's Heels","","","",""
45309,0,0,"Cracked Manderville Monocle","Torn Manderville Coatee","Singed Manderville Gloves","Stained Manderville Bottoms","Scuffed Manderville Gaiters","","","",""
45310,0,0,"Anemos Hat","Anemos Jacket","Anemos Gloves","Anemos Chaps","Anemos Boots","","","",""
45311,0,0,"Anemos Pot Helm","Anemos Gambison","Anemos Expeditionary's Gloves","Anemos Sarouel","Anemos Expeditionary's Boots","","","",""
45312,0,0,"Augmented Rathalos Helm [M]","Augmented Rathalos Mail [M]","Augmented Rathalos Vambraces [M]","Augmented Rathalos Coil [M]","Augmented Rathalos Greaves [M]","","","",""
45313,0,0,"Augmented Rathalos Helm [F]","Augmented Rathalos Mail [F]","Augmented Rathalos Vambraces [F]","Augmented Rathalos Coil [F]","Augmented Rathalos Greaves [F]","","","",""
45314,0,0,"Boulevardier's Hat","Boulevardier's Ruffled Shirt","","Boulevardier's Ruffled Pantaloons","Boulevardier's Dress Shoes","","","",""
45315,0,0,"Quaintrelle's Hat","Quaintrelle's Ruffled Dress","","Quaintrelle's Ruffled Skirt","Quaintrelle's Dress Shoes","","","",""
45316,0,0,"Far Eastern Enforcer's Hat","Far Eastern Enforcer's Robe","Far Eastern Enforcer's Cuffs","Far Eastern Enforcer's Trousers","Far Eastern Enforcer's Boots","","","",""
45317,0,0,"Far Eastern Socialite's Hat","Far Eastern Socialite's Dress","Far Eastern Socialite's Gloves","Far Eastern Socialite's Skirt","Far Eastern Socialite's Boots","","","",""
45318,0,0,"","Doman Liege's Dogi","Doman Liege's Kote","Doman Liege's Kyakui","Doman Liege's Kyahan","","","",""
45319,0,0,"Endless Summer Glasses","Endless Summer Top","","Endless Summer Bottom","Endless Summer Sandals","","","",""
45320,0,0,"Barghest Helm","Barghest Armor","Barghest Gauntlets","Barghest Cuisses","Barghest Sabatons","","","",""
45321,0,0,"Pagos Bandana","Pagos Shirt","Pagos Field Dressing","Pagos Gaskins","Pagos Sandals","","","",""
45322,0,0,"Pagos Circlet","Pagos Bolero","Pagos Gloves","Pagos Culottes","Pagos Boots","","","",""
45323,0,0,"Rathalos Helm [M]","Rathalos Mail [M]","Rathalos Vambraces [M]","Rathalos Coil [M]","Rathalos Greaves [M]","","","",""
45324,0,0,"Rathalos Helm [F]","Rathalos Mail [F]","Rathalos Vambraces [F]","Rathalos Coil [F]","Rathalos Greaves [F]","","","",""
45325,0,0,"","Whisperfine Woolen Coat","","Whisperfine Woolen Shorts","Whisperfine Woolen Boots","","","",""
45326,0,0,"Choir Hat","Choir Robe","","","Choir Shoes","","","",""
45327,0,0,"Far Eastern Officer's Hat","Far Eastern Officer's Robe","Far Eastern Officer's Armband","Far Eastern Officer's Bottoms","Far Eastern Officer's Boots","","","",""
45328,0,0,"Far Eastern Maiden's Hat","Far Eastern Maiden's Tunic","Far Eastern Maiden's Armband","Far Eastern Maiden's Bottoms","Far Eastern Maiden's Boots","","","",""
45329,0,0,"Leal Samurai's Kasa","Leal Samurai's Dogi","Leal Samurai's Tekko","Leal Samurai's Tsutsu-hakama","Leal Samurai's Geta","","","",""
45330,0,0,"Moddey Dhoo Helm","Moddey Dhoo Armor","Moddey Dhoo Gauntlets","Moddey Dhoo Cuisses","Moddey Dhoo Sabatons","","","",""
45331,0,0,"Rain Hood","Raincoat","","","Rain Boots","","","",""
45332,0,0,"Scion Traveler's Mask","Scion Traveler's Jacket","Scion Traveler's Gloves","Scion Traveler's Trousers","Scion Traveler's Boots","","","",""
45333,0,0,"Far Eastern Schoolboy's Hat","Far Eastern Schoolboy's Hakama","","","Far Eastern Schoolboy's Zori","","","",""
45334,0,0,"Far Eastern Schoolgirl's Hair Ribbon","Far Eastern Schoolgirl's Hakama","","","Far Eastern Schoolgirl's Boots","","","",""
45335,0,0,"","Spriggan Jacket","","Spriggan Bottoms","Spriggan Boots","","","",""
45336,0,0,"","Lucian Prince's Jacket","Lucian Prince's Fingerless Glove","Lucian Prince's Bottoms","Lucian Prince's Boots","","","",""
45337,0,0,"","Gown of Light","","Skirt of Light","","","","",""
45338,0,0,"Crystarium Helm","Crystarium Tabard","Crystarium Gauntlets","","Crystarium Greaves","","","",""
45339,0,0,"Koro Kabuto","Koro Oyoroi","Koro Kote","Koro Tsutsu-hakama","Koro Sune-ate","","","",""
45340,0,0,"Gunro Kabuto","Gunro Oyoroi","Gunro Kote","Gunro Tsutsu-hakama","Gunro Sune-ate","","","",""
45341,0,0,"Scion Hearer's Hood","Scion Hearer's Coat","","","Scion Hearer's Shoes","","","",""
45342,0,0,"Toad Head","Toad Suit","","","","","","",""
45343,0,0,"","Hooded Fireglass Leather Vest","","Cropped Fireglass Leather Slops","Steerhide Shoes","","","",""
