key,0,1,2,3,4
73,"Diamond Conflict 2","Diamond Conflict 2","Diamond Conflict Arms 2",3213,"Diamond Conflict 2"
74,"Crystal Conflict 2","Crystal Conflict 2","Crystal Conflict Arms 2",3212,"Crystal Conflict 2"
75,"Final Conflict 3","Final Conflict 3","Final Conflict Crystal 3",3218,"Final Conflict 3"
76,"Endless Conflict 3","Endless Conflict 3","Endless Conflict Blades 3",3219,"Endless Conflict 3"
77,"Rising Conflict 3","Rising Conflict 3","Rising Conflict Blades 3",3220,"Rising Conflict 3"
78,"Bronze Conflict 3","Bronze Conflict 3","Bronze Conflict Arms 3",3226,"Bronze Conflict 3"
79,"Silver Conflict 3","Silver Conflict 3","Silver Conflict Arms 3",3225,"Silver Conflict 3"
80,"Gold Conflict 3","Gold Conflict 3","Gold Conflict Arms 3",3224,"Gold Conflict 3"
81,"Platinum Conflict 3","Platinum Conflict 3","Platinum Conflict Arms 3",3223,"Platinum Conflict 3"
82,"Diamond Conflict 3","Diamond Conflict 3","Diamond Conflict Arms 3",3222,"Diamond Conflict 3"
83,"Crystal Conflict 3","Crystal Conflict 3","Crystal Conflict Arms 3",3221,"Crystal Conflict 3"
84,"Azure Conflict","Azure Conflict","Azure Conflict Emblem",3002,"Azure Conflict"
85,"Crimson Conflict","Crimson Conflict","Crimson Conflict Emblem",3003,"Crimson Conflict"
86,"Sil'dihn Subterrane (Variant)","Sil'dihn Subterrane (Variant)","Sil'dihn Emblem",2402,"Sil'dihn Subterrane (Variant)"
87,"Last Dregs","None","Omicron Matrices",2315,"Last Dregs"
88,"Circular Geometry","Metallic Arch","Particles",11,"Circular Geometry"
89,"Comic","Comic Panel","Balloon",12,"Comic"
90,"Common Grey","NQ Item","None",13,"Common Grey (NQ)"
91,"Rare Pink","NQ Item","None",14,"Rare Pink (NQ)"
92,"Plundered Green","NQ Item","None",15,"Plundered Green (NQ)"
93,"Exceptional Blue","NQ Item","None",16,"Exceptional Blue (NQ)"
94,"Legendary Purple","NQ Item","None",17,"Legendary Purple (NQ)"
95,"Common Grey","HQ Item","None",18,"Common Grey (HQ)"
96,"Rare Pink","HQ Item","None",19,"Rare Pink (HQ)"
97,"Plundered Green","HQ Item","None",20,"Plundered Green (HQ)"
98,"Exceptional Blue","HQ Item","None",21,"Exceptional Blue (HQ)"
99,"Legendary Purple","HQ Item","None",22,"Legendary Purple (HQ)"
100,"Sheet Music","None","Music",23,"Music"
101,"Brick","None","Floral Embellishment",24,"Café"
102,"Final Conflict 4","Final Conflict 4","Final Conflict Crystal 4",3227,"Final Conflict 4"
103,"Endless Conflict 4","Endless Conflict 4","Endless Conflict Blades 4",3228,"Endless Conflict 4"
104,"Rising Conflict 4","Rising Conflict 4","Rising Conflict Blades 4",3229,"Rising Conflict 4"
105,"Crystal Conflict 4","Crystal Conflict 4","Crystal Conflict Arms 4",3230,"Crystal Conflict 4"
106,"Diamond Conflict 4","Diamond Conflict 4","Diamond Conflict Arms 4",3231,"Diamond Conflict 4"
107,"Platinum Conflict 4","Platinum Conflict 4","Platinum Conflict Arms 4",3232,"Platinum Conflict 4"
108,"Gold Conflict 4","Gold Conflict 4","Gold Conflict Arms 4",3233,"Gold Conflict 4"
109,"Silver Conflict 4","Silver Conflict 4","Silver Conflict Arms 4",3234,"Silver Conflict 4"
110,"Bronze Conflict 4","Bronze Conflict 4","Bronze Conflict Arms 4",3235,"Bronze Conflict 4"
111,"Final Conflict 5","Final Conflict 5","Final Conflict Crystal 5",3236,"Final Conflict 5"
112,"Endless Conflict 5","Endless Conflict 5","Endless Conflict Blades 5",3237,"Endless Conflict 5"
113,"Rising Conflict 5","Rising Conflict 5","Rising Conflict Blades 5",3238,"Rising Conflict 5"
114,"Crystal Conflict 5","Crystal Conflict 5","Crystal Conflict Arms 5",3239,"Crystal Conflict 5"
115,"Diamond Conflict 5","Diamond Conflict 5","Diamond Conflict Arms 5",3240,"Diamond Conflict 5"
116,"Platinum Conflict 5","Platinum Conflict 5","Platinum Conflict Arms 5",3241,"Platinum Conflict 5"
117,"Gold Conflict 5","Gold Conflict 5","Gold Conflict Arms 5",3242,"Gold Conflict 5"
118,"Silver Conflict 5","Silver Conflict 5","Silver Conflict Arms 5",3243,"Silver Conflict 5"
119,"Bronze Conflict 5","Bronze Conflict 5","Bronze Conflict Arms 5",3244,"Bronze Conflict 5"
120,"Falcons","Falcons","Falcons",3004,"Falcons"
121,"Ravens","Ravens","Ravens",3005,"Ravens"
122,"Dreamspinners","None","Pixie Rainbows",2311,"Dreamspinners"
123,"Stewards","None","Qitari Rope",2312,"Stewards"
124,"Watts's Anvil","None","Dwarven Blocks",2313,"Watts's Anvil"
125,"Hippo Riders","None","Arkasodara Charms",2314,"Hippo Riders"
126,"Dreaming Ways","None","Loporrit Stars",2316,"Dreaming Ways"
127,"Omega Protocol","Omega Protocol","Omega Protocol",2504,"Omega Protocol"
128,"Eureka Orthos","None","Eureka Orthos",2358,"Eureka Orthos"
129,"Enaretos","None","Enaretos",2359,"Enaretos"
130,"Four Lords","Four Lords","None",2251,"Four Lords"
131,"Island Vacation","Island Vacation","Island Vacation",2340,"Island Vacation"
132,"Island Memories","Island Memories","Island Memories",2341,"Island Memories"
133,"Final Conflict 6","Final Conflict 6","Final Conflict Crystal 6",3245,"Final Conflict 6"
134,"Endless Conflict 6","Endless Conflict 6","Endless Conflict Blades 6",3246,"Endless Conflict 6"
135,"Rising Conflict 6","Rising Conflict 6","Rising Conflict Blades 6",3247,"Rising Conflict 6"
136,"Crystal Conflict 6","Crystal Conflict 6","Crystal Conflict Arms 6",3248,"Crystal Conflict 6"
137,"Diamond Conflict 6","Diamond Conflict 6","Diamond Conflict Arms 6",3249,"Diamond Conflict 6"
138,"Platinum Conflict 6","Platinum Conflict 6","Platinum Conflict Arms 6",3250,"Platinum Conflict 6"
139,"Gold Conflict 6","Gold Conflict 6","Gold Conflict Arms 6",3251,"Gold Conflict 6"
140,"Silver Conflict 6","Silver Conflict 6","Silver Conflict Arms 6",3252,"Silver Conflict 6"
141,"Bronze Conflict 6","Bronze Conflict 6","Bronze Conflict Arms 6",3253,"Bronze Conflict 6"
142,"Final Conflict 7","Final Conflict 7","Final Conflict Crystal 7",3254,"Final Conflict 7"
143,"Endless Conflict 7","Endless Conflict 7","Endless Conflict Blades 7",3255,"Endless Conflict 7"
144,"Rising Conflict 7","Rising Conflict 7","Rising Conflict Blades 7",3256,"Rising Conflict 7"
145,"Crystal Conflict 7","Crystal Conflict 7","Crystal Conflict Arms 7",3257,"Crystal Conflict 7"
146,"Diamond Conflict 7","Diamond Conflict 7","Diamond Conflict Arms 7",3258,"Diamond Conflict 7"
147,"Platinum Conflict 7","Platinum Conflict 7","Platinum Conflict Arms 7",3259,"Platinum Conflict 7"
148,"Gold Conflict 7","Gold Conflict 7","Gold Conflict Arms 7",3260,"Gold Conflict 7"
149,"Silver Conflict 7","Silver Conflict 7","Silver Conflict Arms 7",3261,"Silver Conflict 7"
150,"Bronze Conflict 7","Bronze Conflict 7","Bronze Conflict Arms 7",3262,"Bronze Conflict 7"
151,"Aramitama Waves","Aramitama","Aramitama Kimen",3006,"Aramitama"
152,"Nigimitama Waves","Nigimitama","Nigimitama Okinamen",3007,"Nigimitama"
153,"Divine Circle","None","Kojin Buoys",2308,"Divine Circle"
154,"Velodyna Gatekeepers","None","Ananta Hearts",2309,"Velodyna Gatekeepers"
155,"Seven Hundred Seventy-Seven","None","Namazu Lanterns",2310,"Seven Hundred Seventy-Seven"
156,"Blue Mage (Simple)","Blue Mage","Blue Mage Emblem",2072,"Blue Mage (Simple)"
157,"Blue Mage (Ornate)","Blue Mage","Blue Mage Emblem",2172,"Blue Mage (Ornate)"
158,"End of an Era","End of an Era","None",2250,"End of an Era"
159,"Ten Year Anniversary","Ten Year Anniversary","Ten Year Anniversary Logo",3950,"Ten Year Anniversary"
160,"Mount Rokkon (Variant)","Mount Rokkon (Variant)","Rokkon Emblem",2403,"Mount Rokkon (Variant)"
161,"Adventurous Angling","Adventurous Angling","Dolphins",2347,"Adventurous Angling"
162,"Big Fish","Big Fish","Hooked a Big 'Un!",2348,"Big Fish"
163,"Mahjong Mastery","Mahjong Mastery","Mahjong Tiles",2350,"Mahjong Mastery"
164,"Palaistra","Palaistra","Palaistra Ribbons",3008,"Palaistra"
165,"Cloud Nine","Cloud Nine","Cloud Nine Ivy",3009,"Cloud Nine"
166,"Final Conflict 8","Final Conflict 8","Final Conflict Crystal 8",3263,"Final Conflict 8"
167,"Endless Conflict 8","Endless Conflict 8","Endless Conflict Blades 8",3264,"Endless Conflict 8"
168,"Rising Conflict 8","Rising Conflict 8","Rising Conflict Blades 8",3265,"Rising Conflict 8"
169,"Crystal Conflict 8","Crystal Conflict 8","Crystal Conflict Arms 8",3266,"Crystal Conflict 8"
170,"Diamond Conflict 8","Diamond Conflict 8","Diamond Conflict Arms 8",3267,"Diamond Conflict 8"
171,"Platinum Conflict 8","Platinum Conflict 8","Platinum Conflict Arms 8",3268,"Platinum Conflict 8"
172,"Gold Conflict 8","Gold Conflict 8","Gold Conflict Arms 8",3269,"Gold Conflict 8"
173,"Silver Conflict 8","Silver Conflict 8","Silver Conflict Arms 8",3270,"Silver Conflict 8"
174,"Bronze Conflict 8","Bronze Conflict 8","Bronze Conflict Arms 8",3271,"Bronze Conflict 8"
175,"Final Conflict 9","Final Conflict 9","Final Conflict Crystal 9",3272,"Final Conflict 9"
176,"Endless Conflict 9","Endless Conflict 9","Endless Conflict Blades 9",3273,"Endless Conflict 9"
177,"Rising Conflict 9","Rising Conflict 9","Rising Conflict Blades 9",3274,"Rising Conflict 9"
178,"Crystal Conflict 9","Crystal Conflict 9","Crystal Conflict Arms 9",3275,"Crystal Conflict 9"
179,"Diamond Conflict 9","Diamond Conflict 9","Diamond Conflict Arms 9",3276,"Diamond Conflict 9"
180,"Platinum Conflict 9","Platinum Conflict 9","Platinum Conflict Arms 9",3277,"Platinum Conflict 9"
181,"Gold Conflict 9","Gold Conflict 9","Gold Conflict Arms 9",3278,"Gold Conflict 9"
182,"Silver Conflict 9","Silver Conflict 9","Silver Conflict Arms 9",3279,"Silver Conflict 9"
183,"Bronze Conflict 9","Bronze Conflict 9","Bronze Conflict Arms 9",3280,"Bronze Conflict 9"
184,"Final Conflict 10","Final Conflict 10","Final Conflict Crystal 10",3281,"Final Conflict 10"
185,"Endless Conflict 10","Endless Conflict 10","Endless Conflict Blades 10",3282,"Endless Conflict 10"
186,"Rising Conflict 10","Rising Conflict 10","Rising Conflict Blades 10",3283,"Rising Conflict 10"
187,"Crystal Conflict 10","Crystal Conflict 10","Crystal Conflict Arms 10",3284,"Crystal Conflict 10"
188,"Diamond Conflict 10","Diamond Conflict 10","Diamond Conflict Arms 10",3285,"Diamond Conflict 10"
189,"Platinum Conflict 10","Platinum Conflict 10","Platinum Conflict Arms 10",3286,"Platinum Conflict 10"
190,"Gold Conflict 10","Gold Conflict 10","Gold Conflict Arms 10",3287,"Gold Conflict 10"
191,"Silver Conflict 10","Silver Conflict 10","Silver Conflict Arms 10",3288,"Silver Conflict 10"
192,"Bronze Conflict 10","Bronze Conflict 10","Bronze Conflict Arms 10",3289,"Bronze Conflict 10"
193,"Gundu","None","Vanu Vanu Cords",2305,"Gundu"
194,"Vath","None","Vath Vents",2306,"Vath"
195,"Mogmenders","None","Moogle Lamps",2307,"Mogmenders"
196,"Twelvefold Blessings","Twelvefold Blessings","Symbol of the Fury",2252,"Halone's Blessing"
197,"Twelvefold Blessings","Twelvefold Blessings","Symbol of the Lover",2253,"Menphina's Blessing"
198,"Twelvefold Blessings","Twelvefold Blessings","Symbol of the Scholar",2254,"Thaliak's Blessing"
199,"Twelvefold Blessings","Twelvefold Blessings","Symbol of the Spinner",2255,"Nymeia's Blessing"
200,"Twelvefold Blessings","Twelvefold Blessings","Symbol of the Navigator",2256,"Llymlaen's Blessing"
201,"Twelvefold Blessings","Twelvefold Blessings","Symbol of the Wanderer",2257,"Oschon's Blessing"
202,"Twelvefold Blessings","Twelvefold Blessings","Symbol of the Builder",2258,"Byregot's Blessing"
203,"Twelvefold Blessings","Twelvefold Blessings","Symbol of the Destroyer",2259,"Rhalgr's Blessing"
204,"Twelvefold Blessings","Twelvefold Blessings","Symbol of the Warden",2260,"Azeyma's Blessing"
205,"Twelvefold Blessings","Twelvefold Blessings","Symbol of the Traders",2261,"Nald'thal's Blessing"
206,"Twelvefold Blessings","Twelvefold Blessings","Symbol of the Matron",2262,"Nophica's Blessing"
207,"Twelvefold Blessings","Twelvefold Blessings","Symbol of the Keeper",2263,"Althyk's Blessing"
208,"Aloalo Island (Variant)","Aloalo Island (Variant)","Aloalo Emblem",2404,"Aloalo Island (Variant)"
209,"Wondrous Whimsy","Wondrous Whimsy","Wondrous Seals",2351,"Wondrous Whimsy"
210,"Fantastic Faux","Fantastic Faux","Faux Panels",2352,"Fantastic Faux"
211,"Blunderful","Blunderful","Blunderful Bean",3951,"Blunderful"
212,"Blunderous","Blunderous","Blunderous Gemstone",3952,"Blunderous"
213,"Blunder-villed","Blunder-villed","Blunder-villed Crown",3953,"Blunder-villed"
214,"Yo-kai Watch","Yo-kai Watch","Yo-kai Stars",3954,"Yo-kai Watch"
215,"Viper (Simple)","Viper","Viper Emblem",2063,"Viper (Simple)"
216,"Viper (Ornate)","Viper","Viper Emblem",2163,"Viper (Ornate)"
217,"Pictomancer (Simple)","Pictomancer","Pictomancer Emblem",2071,"Pictomancer (Simple)"
218,"Pictomancer (Ornate)","Pictomancer","Pictomancer Emblem",2171,"Pictomancer (Ornate)"
219,"Volcanic Heart","Volcanic Heart","Volcanic Flames",3010,"Volcanic Heart"
220,"Clockwork Castletown","Clockwork Castletown","Clockwork Clouds",3011,"Clockwork Castletown"
221,"Final Conflict 11","Final Conflict 11","Final Conflict Crystal 11",3290,"Final Conflict 11"
222,"Endless Conflict 11","Endless Conflict 11","Endless Conflict Blades 11",3291,"Endless Conflict 11"
223,"Rising Conflict 11","Rising Conflict 11","Rising Conflict Blades 11",3292,"Rising Conflict 11"
224,"Crystal Conflict 11","Crystal Conflict 11","Crystal Conflict Arms 11",3293,"Crystal Conflict 11"
225,"Diamond Conflict 11","Diamond Conflict 11","Diamond Conflict Arms 11",3294,"Diamond Conflict 11"
226,"Platinum Conflict 11","Platinum Conflict 11","Platinum Conflict Arms 11",3295,"Platinum Conflict 11"
227,"Gold Conflict 11","Gold Conflict 11","Gold Conflict Arms 11",3296,"Gold Conflict 11"
228,"Silver Conflict 11","Silver Conflict 11","Silver Conflict Arms 11",3297,"Silver Conflict 11"
229,"Bronze Conflict 11","Bronze Conflict 11","Bronze Conflict Arms 11",3298,"Bronze Conflict 11"
230,"789th Order","None","Kobold Bricks",2302,"789th Order"
231,"Little Solace","None","Sylph Lanterns",2301,"Little Solace"
232,"Brotherhood of Ash","None","Amalj'aa Lanterns",2300,"Brotherhood of Ash"
233,"Novv's Clutch","None","Sahagin Pods",2303,"Novv's Clutch"
234,"Ehcatl Nine","None","Ixal Wood",2304,"Ehcatl Nine"
235,"Crimson Dawn","Crimson Dawn","Dawn's Pennant",1036,"Crimson Dawn"
236,"Golden Dawn","Golden Dawn","Dawn's Feathers",1037,"Golden Dawn"
237,"Dark Solution","Dark Solution","Solution Blocks",1038,"Dark Solution"
238,"Bright Solution","Bright Solution","Solution Distortion",1039,"Bright Solution"
239,"Seal Rock","Seal Rock","Seal Rock",3013,"Seal Rock"
240,"Red Sands","Red Sands","Red Sands",3012,"Red Sands"
241,"Final Conflict 12","Final Conflict 12","Final Conflict Crystal 12",3299,"Final Conflict 12"
242,"Endless Conflict 12","Endless Conflict 12","Endless Conflict Blades 12",3300,"Endless Conflict 12"
243,"Rising Conflict 12","Rising Conflict 12","Rising Conflict Blades 12",3301,"Rising Conflict 12"
244,"Crystal Conflict 12","Crystal Conflict 12","Crystal Conflict Arms 12",3302,"Crystal Conflict 12"
245,"Diamond Conflict 12","Diamond Conflict 12","Diamond Conflict Arms 12",3303,"Diamond Conflict 12"
246,"Platinum Conflict 12","Platinum Conflict 12","Platinum Conflict Arms 12",3304,"Platinum Conflict 12"
247,"Gold Conflict 12","Gold Conflict 12","Gold Conflict Arms 12",3305,"Gold Conflict 12"
248,"Silver Conflict 12","Silver Conflict 12","Silver Conflict Arms 12",3306,"Silver Conflict 12"
249,"Bronze Conflict 12","Bronze Conflict 12","Bronze Conflict Arms 12",3307,"Bronze Conflict 12"
250,"Turali Travel Agency","None","Pelupelu Pennants",2317,"Turali Travel Agency"
251,"Heavens' Orthodoxy","Heavens' Orthodoxy","Heavens' Orthodoxy",1020,"Heavens' Orthodoxy"
252,"Heavens' Heresy","Heavens' Heresy","Heavens' Heresy",1021,"Heavens' Heresy"
253,"Idyll Wisdom","Idyll Wisdom","Idyll Wisdom",1022,"Idyll Wisdom"
254,"Idyll Industry","Idyll Industry","Idyll Industry",1023,"Idyll Industry"
255,"Kugane Commerce","Kugane Commerce","Kugane Commerce",1024,"Kugane Commerce"
256,"Kugane Leisure","Kugane Leisure","Kugane Leisure",1025,"Kugane Leisure"
257,"Western Reach","Western Reach","Western Reach",1026,"Western Reach"
258,"Eastern Reach","Eastern Reach","Eastern Reach",1027,"Eastern Reach"
259,"Exarchic Dome","Exarchic Dome","Exarchic Dome",1028,"Exarchic Dome"
260,"Exarchic Tower","Exarchic Tower","Exarchic Tower",1029,"Exarchic Tower"
261,"Eulmoran Comfort","Eulmoran Comfort","Eulmoran Comfort",1030,"Eulmoran Comfort"
262,"Eulmoran Glory","Eulmoran Glory","Eulmoran Glory",1031,"Eulmoran Glory"
263,"Sharlayan Stoa","Sharlayan Stoa","Sharlayan Stoa",1032,"Sharlayan Stoa"
264,"Sharlayan Agora","Sharlayan Agora","Sharlayan Agora",1033,"Sharlayan Agora"
265,"Hannish Radiance","Hannish Radiance","Hannish Radiance",1034,"Hannish Radiance"
266,"Hannish Wonders","Hannish Wonders","Hannish Wonders",1035,"Hannish Wonders"
267,"Fields of Glory","Fields of Glory","Crystals of Glory",3014,"Fields of Glory"
268,"Onsal Hakair","Onsal Hakair","Onsal Hakair Banners",3015,"Onsal Hakair"
269,"Final Conflict 13","Final Conflict 13","Final Conflict Crystal 13",3308,"Final Conflict 13"
270,"Endless Conflict 13","Endless Conflict 13","Endless Conflict Blades 13",3309,"Endless Conflict 13"
271,"Rising Conflict 13","Rising Conflict 13","Rising Conflict Blades 13",3310,"Rising Conflict 13"
272,"Crystal Conflict 13","Crystal Conflict 13","Crystal Conflict Arms 13",3311,"Crystal Conflict 13"
273,"Diamond Conflict 13","Diamond Conflict 13","Diamond Conflict Arms 13",3312,"Diamond Conflict 13"
274,"Platinum Conflict 13","Platinum Conflict 13","Platinum Conflict Arms 13",3313,"Platinum Conflict 13"
275,"Gold Conflict 13","Gold Conflict 13","Gold Conflict Arms 13",3314,"Gold Conflict 13"
276,"Silver Conflict 13","Silver Conflict 13","Silver Conflict Arms 13",3315,"Silver Conflict 13"
277,"Bronze Conflict 13","Bronze Conflict 13","Bronze Conflict Arms 13",3316,"Bronze Conflict 13"
278,"Final Conflict 14","Final Conflict 14","Final Conflict Crystal 14",3317,"Final Conflict 14"
279,"Endless Conflict 14","Endless Conflict 14","Endless Conflict Blades 14",3318,"Endless Conflict 14"
280,"Rising Conflict 14","Rising Conflict 14","Rising Conflict Blades 14",3319,"Rising Conflict 14"
281,"Crystal Conflict 14","Crystal Conflict 14","Crystal Conflict Arms 14",3320,"Crystal Conflict 14"
282,"Diamond Conflict 14","Diamond Conflict 14","Diamond Conflict Arms 14",3321,"Diamond Conflict 14"
283,"Platinum Conflict 14","Platinum Conflict 14","Platinum Conflict Arms 14",3322,"Platinum Conflict 14"
284,"Gold Conflict 14","Gold Conflict 14","Gold Conflict Arms 14",3323,"Gold Conflict 14"
285,"Silver Conflict 14","Silver Conflict 14","Silver Conflict Arms 14",3324,"Silver Conflict 14"
286,"Bronze Conflict 14","Bronze Conflict 14","Bronze Conflict Arms 14",3325,"Bronze Conflict 14"
287,"Futures Rewritten","Futures Rewritten","Futures Rewritten",2505,"Futures Rewritten"
288,"Gok Golma","None","Mamool Ja Lights",2318,"Gok Golma"
289,"Deadly Welcome","None","Deadly Candles",2354,"Deadly Welcome"
290,"Deadly Descent","None","Deadly Orbs",2355,"Deadly Descent"
291,"Victory-on-High","None","Heavenly Branches",2356,"Victory-on-High"
292,"Ascension-on-High","None","Heavenly Towers",2357,"Ascension-on-High"
293,"Occult Crescent 1","Occult Crescent 1","Occult Emblem 1",2406,"Occult Crescent 1"
294,"Cosmic Exploration","Cosmic Exploration","Cosmic Exploration",2343,"Cosmic Exploration"
295,"Monster Hunter Wilds 1","Monster Hunter Wilds 1","Monster Hunter Wilds 1",3955,"Monster Hunter Wilds 1"
296,"Monster Hunter Wilds 2","Monster Hunter Wilds 2","Monster Hunter Wilds 2",3956,"Monster Hunter Wilds 2"
297,"Hidden Gorge","Hidden Gorge","Hidden Gorge",3016,"Hidden Gorge"
298,"Borderland Ruins (Secure)","Borderland Ruins (Secure)","Borderland Ruins (Secure)",3017,"Borderland Ruins (Secure)"
299,"Final Conflict 15","Final Conflict 15","Final Conflict Crystal 15",3326,"Final Conflict 15"
300,"Endless Conflict 15","Endless Conflict 15","Endless Conflict Blades 15",3327,"Endless Conflict 15"
