key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
79,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
80,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
81,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
82,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
83,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
84,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
85,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
86,1134,1,0,"ui/icon/062000/062320.tex",0,"So You Want to Be a Fisher","","","","","","","","","","","","","","","","","","","","","","","",""
87,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
88,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
89,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
90,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
91,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
92,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
93,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
94,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
95,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
96,2943,1,0,"ui/icon/061000/061419.tex",0,"Songs in the Key of Kugane","","","","","","","","","","","","","","","","","","","","","","","",""
97,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
98,3662,1,0,"ui/icon/061000/061419.tex",0,"Minstrel from Another Mother","","","","","","","","","","","","","","","","","","","","","","","",""
99,3739,1,0,"ui/icon/061000/061411.tex",0,"","","","","","","","","","","","","","","","","","","","","","","","",""
100,3740,1,0,"ui/icon/061000/061411.tex",0,"","","","","","","","","","","","","","","","","","","","","","","","",""
101,3741,1,0,"ui/icon/061000/061411.tex",0,"","","","","","","","","","","","","","","","","","","","","","","","",""
102,3742,1,0,"ui/icon/061000/061411.tex",0,"","","","","","","","","","","","","","","","","","","","","","","","",""
103,3743,1,0,"ui/icon/061000/061411.tex",0,"","","","","","","","","","","","","","","","","","","","","","","","",""
104,3744,1,0,"ui/icon/061000/061411.tex",0,"","","","","","","","","","","","","","","","","","","","","","","","",""
105,3745,1,0,"ui/icon/061000/061411.tex",0,"","","","","","","","","","","","","","","","","","","","","","","","",""
106,3746,1,0,"ui/icon/061000/061411.tex",0,"","","","","","","","","","","","","","","","","","","","","","","","",""
107,3747,1,0,"ui/icon/061000/061411.tex",0,"","","","","","","","","","","","","","","","","","","","","","","","",""
108,3748,1,0,"ui/icon/061000/061411.tex",0,"","","","","","","","","","","","","","","","","","","","","","","","",""
109,3749,1,0,"ui/icon/061000/061411.tex",0,"","","","","","","","","","","","","","","","","","","","","","","","",""
110,3759,1,0,"ui/icon/061000/061419.tex",0,"Memories Rekindled","","","","","","","","","","","","","","","","","","","","","","","",""
111,3760,1,0,"ui/icon/061000/061411.tex",0,"The Mendicant's Court","","","","","","","","","","","","","","","","","","","","","","","",""
112,3841,1,0,"ui/icon/061000/061411.tex",0,"The New Nest","","","","","","","","","","","","","","","","","","","","","","","",""
113,3930,1,0,"ui/icon/061000/061411.tex",0,"","","","","","","","","","","","","","","","","","","","","","","","",""
114,3931,1,0,"ui/icon/061000/061411.tex",0,"","","","","","","","","","","","","","","","","","","","","","","","",""
115,3932,1,0,"ui/icon/061000/061411.tex",0,"","","","","","","","","","","","","","","","","","","","","","","","",""
116,3933,1,0,"ui/icon/061000/061411.tex",0,"","","","","","","","","","","","","","","","","","","","","","","","",""
117,3934,1,0,"ui/icon/061000/061411.tex",0,"","","","","","","","","","","","","","","","","","","","","","","","",""
118,3935,1,0,"ui/icon/061000/061411.tex",0,"","","","","","","","","","","","","","","","","","","","","","","","",""
119,3936,1,0,"ui/icon/061000/061411.tex",0,"","","","","","","","","","","","","","","","","","","","","","","","",""
120,3937,1,0,"ui/icon/061000/061411.tex",0,"","","","","","","","","","","","","","","","","","","","","","","","",""
121,3938,1,0,"ui/icon/061000/061411.tex",0,"","","","","","","","","","","","","","","","","","","","","","","","",""
122,3939,1,0,"ui/icon/061000/061411.tex",0,"","","","","","","","","","","","","","","","","","","","","","","","",""
123,3940,1,0,"ui/icon/061000/061411.tex",0,"","","","","","","","","","","","","","","","","","","","","","","","",""
124,3972,1,0,"ui/icon/061000/061411.tex",0,"Featherfall","","","","","","","","","","","","","","","","","","","","","","","",""
125,4030,1,0,"ui/icon/061000/061419.tex",0,"Open and Inviting","","","","","","","","","","","","","","","","","","","","","","","",""
126,4042,1,0,"ui/icon/061000/061411.tex",0,"The Risensong Quarter","","","","","","","","","","","","","","","","","","","","","","","",""
127,4044,1,0,"ui/icon/061000/061419.tex",0,"A Message from Konogg","","","","","","","","","","","","","","","","","","","","","","","",""
128,4045,1,0,"ui/icon/061000/061419.tex",0,"Dwarves of a Beard","","","","","","","","","","","","","","","","","","","","","","","",""
129,4046,1,0,"ui/icon/061000/061419.tex",0,"Strange Glagg","","","","","","","","","","","","","","","","","","","","","","","",""
130,4047,1,0,"ui/icon/061000/061419.tex",0,"Dwarves of a Beard Freshened","","","","","","","","","","","","","","","","","","","","","","","",""
131,4048,1,0,"ui/icon/061000/061419.tex",0,"Stranger Glagg","","","","","","","","","","","","","","","","","","","","","","","",""
132,4049,1,0,"ui/icon/061000/061419.tex",0,"All's Well That Ends with Ale","ex3/luckta/luckta04030/luckta04030","","","","","","","","","","","","","","","","","","","","","","",""
133,4171,1,0,"ui/icon/061000/061419.tex",0,"I Wandered Sharlayan as a Minstrel","","","","","","","","","","","","","","","","","","","","","","","",""
134,5004,1,0,"ui/icon/061000/061419.tex",0,"How the West Was Sung","","","","","","","","","","","","","","","","","","","","","","","",""
135,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
136,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
137,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
138,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
139,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
140,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
141,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
142,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
143,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
144,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
145,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
146,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
147,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
148,437,15,0,"ui/icon/061000/061419.tex",0,"Triple Triad Trial","","","","","","","","","","","","","","","","","","","","","","","",""
149,488,15,0,"ui/icon/061000/061419.tex",0,"Scratch It Rich","","","","","","","","","","","","","","","","","","","","","","","",""
150,489,15,0,"ui/icon/061000/061419.tex",0,"Hitting the Cactpot","","","","","","","","","","","","","","","","","","","","","","","",""
151,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
152,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
153,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
154,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
155,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
156,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
157,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
158,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
159,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
160,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
161,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
162,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
163,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
164,3019,30,0,"ui/icon/061000/061419.tex",0,"Plucking the Heartstrings","","","","","","","","","","","","","","","","","","","","","","","",""
165,2389,47,0,"ui/icon/061000/061419.tex",0,"Squadron and Commander (Twin Adder)","","","","","","","","","","","","","","","","","","","","","","","",""
166,2390,47,0,"ui/icon/061000/061419.tex",0,"Squadron and Commander (Maelstrom)","","","","","","","","","","","","","","","","","","","","","","","",""
167,2391,47,0,"ui/icon/061000/061419.tex",0,"Squadron and Commander (Immortal Flames)","","","","","","","","","","","","","","","","","","","","","","","",""
168,2106,50,0,"ui/icon/061000/061419.tex",0,"Leves of Ishgard","","","","","","","","","","","","","","","","","","","","","","","",""
169,2109,50,0,"ui/icon/062000/062411.tex",0,"So You Want to Be a Machinist","","","","","","","","","","","","","","","","","","","","","","","",""
170,2110,50,0,"ui/icon/062000/062412.tex",0,"A Dark Spectacle","","","","","","","","","","","","","","","","","","","","","","","",""
171,2123,50,0,"ui/icon/062000/062413.tex",0,"What's Your Sign","","","","","","","","","","","","","","","","","","","","","","","",""
172,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
173,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
174,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
175,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
176,2107,52,0,"ui/icon/061000/061419.tex",0,"Sights of the North","","","","","","","","","","","","","","","","","","","","","","","",""
177,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
178,2099,60,0,"ui/icon/061000/061419.tex",0,"The Favors of the House","","","","","","","","","","","","","","","","","","","","","","","",""
179,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
180,2216,60,0,"ui/icon/061000/061419.tex",0,"The New Frontier","","","","","","","","","","","","","","","","","","","","","","","",""
181,2334,60,0,,0,"Recondition the Anima","","","","","","","","","","","","","","","","","","","","","","","",""
182,2920,60,0,"ui/icon/061000/061419.tex",0,"Sights of Crimson and Dawn","","","","","","","","","","","","","","","","","","","","","","","",""
183,2921,60,0,"ui/icon/061000/061419.tex",0,"Leves of Kugane","","","","","","","","","","","","","","","","","","","","","","","",""
184,2941,60,0,"ui/icon/061000/061419.tex",0,"Reach Long and Prosper","","","","","","","","","","","","","","","","","","","","","","","",""
185,2612,70,0,"ui/icon/061000/061419.tex",0,"And We Shall Call It Pyros","","","","","","","","","","","","","","","","","","","","","","","",""
186,2613,70,0,"ui/icon/061000/061419.tex",0,"And We Shall Call It Hydatos","","","","","","","","","","","","","","","","","","","","","","","",""
187,2942,70,0,"ui/icon/061000/061419.tex",0,"And We Shall Call It Pagos","","","","","","","","","","","","","","","","","","","","","","","",""
188,3088,70,0,,0,"Recall of Duty","","","","","","","","","","","","","","","","","","","","","","","",""
189,3602,70,0,"ui/icon/061000/061419.tex",0,"Leves of the Crystarium","","","","","","","","","","","","","","","","","","","","","","","",""
190,3603,70,0,"ui/icon/061000/061419.tex",0,"The Boutique Always Wins","","","","","","","","","","","","","","","","","","","","","","","",""
191,3604,70,0,"ui/icon/061000/061419.tex",0,"Sights of the First","","","","","","","","","","","","","","","","","","","","","","","",""
192,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
193,3605,80,0,"ui/icon/061000/061419.tex",0,"The Aspiring Skywatcher","","","","","","","","","","","","","","","","","","","","","","","",""
194,3842,80,0,"ui/icon/061000/061419.tex",0,"Weapon of Choice","","","","","","","","","","","","","","","","","","","","","","","",""
195,4041,80,0,,0,"Forged Anew","","","","","","","","","","","","","","","","","","","","","","","",""
196,4170,80,0,"ui/icon/061000/061419.tex",0,"Leves of Old Sharlayan","","","","","","","","","","","","","","","","","","","","","","","",""
197,4174,80,0,"ui/icon/061000/061419.tex",0,"Sights of the End","","","","","","","","","","","","","","","","","","","","","","","",""
198,4175,80,0,"ui/icon/061000/061419.tex",0,"Expanding House of Splendors","","","","","","","","","","","","","","","","","","","","","","","",""
199,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
200,4784,90,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
201,5003,90,0,"ui/icon/061000/061419.tex",0,"Leves of Tuliyollal","","","","","","","","","","","","","","","","","","","","","","","",""
202,5006,90,0,"ui/icon/061000/061419.tex",0,"Sights of the West","","","","","","","","","","","","","","","","","","","","","","","",""
203,5007,90,0,"ui/icon/061000/061419.tex",0,"Sights of the West and Beyond","","","","","","","","","","","","","","","","","","","","","","","",""
204,5008,90,0,"ui/icon/061000/061419.tex",0,"Dawn of a New Deal","","","","","","","","","","","","","","","","","","","","","","","",""
205,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
206,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
207,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
208,5408,91,0,,0,"The Pilgrim's Answer","","","","","","","","","","","","","","","","","","","","","","","",""
209,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
210,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
211,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
212,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
213,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
214,5459,100,0,,0,"Abridged Too Far","","","","","","","","","","","","","","","","","","","","","","","",""
215,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
216,0,65535,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
217,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
218,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
219,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
220,1199,50,0,"ui/icon/061000/061419.tex",0,"Legacy of Allag","ffxiv/gaiusd/gaiusd20110/gaiusd20110","","","","","","","","","","","","","","","","","","","","","","",""
221,4651,90,0,"ui/icon/061000/061419.tex",0,"An Odd Job","","","","","","","","","","","","","","","","","","","","","","","",""
222,1176,50,0,"ui/icon/061000/061412.tex",0,"Moving On","","","","","","","","","","","","","","","","","","","","","","","",""
223,1177,50,0,"ui/icon/061000/061412.tex",0,"Flowers for One","","","","","","","","","","","","","","","","","","","","","","","",""
224,1178,50,0,"ui/icon/061000/061412.tex",0,"All Things in Time","","","","","","","","","","","","","","","","","","","","","","","",""
225,1179,50,0,"ui/icon/061000/061412.tex",0,"The Resolute","","","","","","","","","","","","","","","","","","","","","","","",""
226,1180,50,0,"ui/icon/061000/061412.tex",0,"Laying the Foundation","","","","","","","","","","","","","","","","","","","","","","","",""
227,1182,50,0,"ui/icon/061000/061412.tex",0,"Rock-solid Protection","","","","","","","","","","","","","","","","","","","","","","","",""
228,1183,50,0,"ui/icon/061000/061412.tex",0,"Crate Go Kaboom","","","","","","","","","","","","","","","","","","","","","","","",""
229,1181,50,0,"ui/icon/061000/061412.tex",0,"Better Late than Sever","","","","","","","","","","","","","","","","","","","","","","","",""
230,4644,1,0,"ui/icon/061000/061419.tex",0,"Seeing the Cieldalaes","","","","","","","","","","","","","","","","","","","","","","","",""
231,1184,50,0,"ui/icon/061000/061412.tex",0,"Hest of the Best","","","","","","","","","","","","","","","","","","","","","","","",""
232,1561,50,0,"ui/icon/061000/061412.tex",0,"Welcome to Morbol Country","","","","","","","","","","","","","","","","","","","","","","","",""
233,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
234,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
235,1185,50,0,"ui/icon/061000/061412.tex",0,"Pass the Smell Hest","","","","","","","","","","","","","","","","","","","","","","","",""
236,1562,50,0,"ui/icon/061000/061412.tex",0,"Answering the Call","","","","","","","","","","","","","","","","","","","","","","","",""
237,1186,50,0,"ui/icon/061000/061412.tex",0,"You're Gonna Carry That","","","","","","","","","","","","","","","","","","","","","","","",""
238,1187,50,0,"ui/icon/061000/061412.tex",0,"The Things We Do for Tea","","","","","","","","","","","","","","","","","","","","","","","",""
239,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
240,1188,50,0,"ui/icon/061000/061412.tex",0,"It's Possibly a Primal","","","","","","","","","","","","","","","","","","","","","","","",""
241,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
242,1193,50,0,"ui/icon/061000/061412.tex",0,"Build on the Stone","","","","","","","","","","","","","","","","","","","","","","","",""
243,1345,50,0,"ui/icon/061000/061412.tex",0,"Still Waters","","","","","","","","","","","","","","","","","","","","","","","",""
244,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
245,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
246,196,4,2,"ui/icon/061000/061412.tex",0,"An Eft for Effort","","","","","","","","","","","","","","","","","","","","","","","",""
247,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
248,1348,50,0,"ui/icon/061000/061412.tex",0,"Promises to Keep","","","","","","","","","","","","","","","","","","","","","","","",""
249,128,4,3,"ui/icon/061000/061412.tex",0,"Eggs over Queasy","","","","","","","","","","","","","","","","","","","","","","","",""
250,1349,50,0,"ui/icon/061000/061412.tex",0,"A Small-scale Operation","","","","","","","","","","","","","","","","","","","","","","","",""
251,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
252,1350,50,0,"ui/icon/061000/061412.tex",0,"Yugiri's Game","","","","","","","","","","","","","","","","","","","","","","","",""
253,324,4,3,"ui/icon/061000/061412.tex",0,"Disorderly Conduct","","","","","","","","","","","","","","","","","","","","","","","",""
254,1351,50,0,"ui/icon/061000/061412.tex",0,"If Wishes Were Horsebirds","","","","","","","","","","","","","","","","","","","","","","","",""
255,464,5,1,"ui/icon/061000/061412.tex",0,"Further Afield","","","","","","","","","","","","","","","","","","","","","","","",""
256,1353,50,0,"ui/icon/061000/061412.tex",0,"All Due Respect","","","","","","","","","","","","","","","","","","","","","","","",""
257,305,4,4,"ui/icon/061000/061412.tex",0,"Until a Quieter Time","","","","","","","","","","","","","","","","","","","","","","","",""
258,1354,50,0,"ui/icon/061000/061412.tex",0,"Full Belly, Happy Heart","","","","","","","","","","","","","","","","","","","","","","","",""
259,306,4,4,"ui/icon/061000/061412.tex",0,"Prudence at This Junction","","","","","","","","","","","","","","","","","","","","","","","",""
260,1355,50,0,"ui/icon/061000/061412.tex",0,"Writhing in the Dark","","","","","","","","","","","","","","","","","","","","","","","",""
261,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
262,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
263,198,4,5,"ui/icon/061000/061412.tex",0,"Butcher of Greentear","","","","","","","","","","","","","","","","","","","","","","","",""
264,125,4,5,"ui/icon/061000/061412.tex",0,"A Soldier's Breakfast","","","","","","","","","","","","","","","","","","","","","","","",""
265,1357,50,0,"ui/icon/061000/061412.tex",0,"Fireworks and Fish Don't Mix","","","","","","","","","","","","","","","","","","","","","","","",""
266,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
267,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
268,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
269,327,4,5,"ui/icon/061000/061412.tex",0,"Spriggan Cleaning","","","","","","","","","","","","","","","","","","","","","","","",""
270,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
271,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
